locusId	accession	GI	scaffoldId	start	stop	strand	sysName	name	COG	COGFun	EC
15204	NP_415600.1	16129045	7023	1137601	1139244	+	b1082	flgK	COG1256	N	
15205	NP_415601.1	16129046	7023	1139256	1140209	+	b1083	flgL	COG1344	N	
15206	NP_415602.1	16129047	7023	1143590	1140405	-	b1084	rne	COG1530	J	"3.1.26.12,3.1.4.-"
15207	NP_415603.2	90111210	7023	1143725	1144045	+	b1085	b1085			
15208	NP_415604.1	16129049	7023	1144163	1145122	+	b1086	rluC	COG564	J	5.4.99.12
15209	NP_415605.2	90111211	7023	1145818	1145234	-	b1087	yceF	COG424	D	
1936407			7023	1145812	1145980	+	b4418	sraB			
15210	NP_415606.1	16129051	7023	1146017	1146538	+	b1088	yceD	COG1399	R	
15211	NP_415607.1	16129052	7023	1146590	1146763	+	b1089	rpmF	COG333	J	
15212	NP_415608.2	90111212	7023	1146844	1147914	+	b1090	plsX	COG416	I	2.3.1.15
15213	NP_415609.1	16129054	7023	1147982	1148935	+	b1091	fabH	COG332	I	"2.3.1.180,2.3.1.41"
15214	NP_415610.1	16129055	7023	1148951	1149880	+	b1092	fabD	COG331	I	2.3.1.39
15215	NP_415611.1	16129056	7023	1149893	1150627	+	b1093	fabG	COG1028	IQR	1.1.1.100
15216	NP_415612.1	16129057	7023	1150838	1151074	+	b1094	acpP	COG236	IQ	
15217	NP_415613.1	16129058	7023	1151162	1152403	+	b1095	fabF	COG304	IQ	2.3.1.179
15218	NP_415614.1	16129059	7023	1152523	1153332	+	b1096	pabC	COG115	EH	4.1.3.38
15219	NP_415615.1	16129060	7023	1153335	1154357	+	b1097	yceG	COG1559	R	2.7.4.9
15220	NP_415616.1	16129061	7023	1154347	1154988	+	b1098	tmk	COG125	F	2.7.4.9
15221	NP_415617.1	16129062	7023	1154985	1155989	+	b1099	holB	COG470	L	2.7.7.7
15222	NP_415618.1	16129063	7023	1156000	1156797	+	b1100	ycfH	COG84	L	3.1.21.-
15223	NP_415619.1	16129064	7023	1157092	1158525	+	b1101	ptsG	COG1263	G	2.7.1.69
15224	NP_415620.1	16129065	7023	1160774	1158585	-	b1102	fhuE	COG4773	P	
15225	NP_415621.3	49176077	7023	1161108	1161467	+	b1103	ycfF	COG537	FGR	
15226	NP_415622.1	16129067	7023	1161470	1161847	+	b1104	ycfL	COG5633	R	
15227	NP_415623.1	16129068	7023	1161861	1162502	+	b1105	ycfM	COG3417	R	
15228	NP_415624.1	16129069	7023	1162483	1163307	+	b1106	ycfN	COG510	M	"2.7.1.89,3.2.1.21"
15229	NP_415625.1	16129070	7023	1163318	1164343	+	b1107	nagZ	COG1472	G	3.2.1.52
15230	NP_415626.4	90111213	7023	1164366	1164908	+	b1108	ycfP	COG3150	R	
15231	NP_415627.1	16129072	7023	1165308	1166612	+	b1109	ndh	COG1252	C	1.6.99.3
15232	NP_415628.1	16129073	7023	1166822	1167361	+	b1110	ycfJ	COG3134	S	
15233	NP_415629.4	90111214	7023	1168055	1167423	-	b1111	ycfQ	COG1309	K	
15234	NP_415630.1	16129075	7023	1168296	1168553	+	b1112	ycfR			
15235	NP_415631.1	16129076	7023	1169597	1168635	-	b1113	ycfS	COG1376	S	
15236	NP_415632.1	16129077	7023	1173187	1169741	-	b1114	mfd	COG1197	LK	3.6.1.-
15237	NP_415633.1	16129078	7023	1174388	1173315	-	b1115	ycfT	COG4763	S	
15238	NP_415634.1	16129079	7023	1174650	1175849	+	b1116	lolC	COG4591	M	
15239	NP_415635.4	90111215	7023	1175842	1176543	+	b1117	ycfV	COG1136	V	3.6.3.-
15240	NP_415636.1	16129081	7023	1176543	1177787	+	b1118	lolE	COG4591	M	
15241	NP_415637.1	16129082	7023	1177816	1178727	+	b1119	nagK	COG1940	KG	2.7.1.59
15242	NP_415638.1	16129083	7023	1178743	1179582	+	b1120	cobB	COG846	K	3.5.1.-
15243	NP_415639.1	16129084	7023	1180490	1179702	-	b1121	ycfZ	COG1512	R	2.4.2.21
15244	NP_415640.2	90111216	7023	1180948	1180487	-	b1122	ymfA			
15245	NP_415641.1	16129086	7023	1182052	1181006	-	b1123	potD	COG687	E	
15246	NP_415642.1	16129087	7023	1182843	1182049	-	b1124	potC	COG1177	E	
15247	NP_415643.3	162135921	7023	1183667	1182840	-	b1125	potB	COG1176	E	
15248	NP_415644.1	16129089	7023	1184817	1183681	-	b1126	potA	COG3842	E	3.6.3.31
15249	NP_415645.1	16129090	7023	1185067	1186293	+	b1127	pepT	COG2195	E	3.4.11.4
15250	NP_415646.4	90111217	7023	1187463	1186342	-	b1128	ycfD	COG2850	S	
15251	NP_415647.1	16129092	7023	1188999	1187539	-	b1129	phoQ	COG642	T	"2.7.13.3,2.7.3.-"
15252	NP_415648.1	16129093	7023	1189670	1188999	-	b1130	phoP	COG745	TK	
15253	NP_415649.1	16129094	7023	1191209	1189839	-	b1131	purB	COG15	F	4.3.2.2
15254	NP_415650.1	16129095	7023	1191854	1191213	-	b1132	hflD	COG2915	R	
15255	NP_415651.4	90111218	7023	1192996	1191890	-	b1133	ycfB	COG482	J	2.1.1.61
15256	NP_415652.1	16129097	7023	1193511	1193050	-	b1134	ymfB	COG1051	F	"3.6.-.-,3.6.1.-"
15257	NP_415653.4	90111219	7023	1194174	1193521	-	b1135	ymfC	COG1187	J	5.4.99.12
15258	NP_415654.1	16129099	7023	1194346	1195596	+	b1136	icd	COG538	C	"1.1.1.41,1.1.1.42"
15259	NP_415655.1	16129100	7023	1196755	1196090	-	b1137	ymfD			
15260	NP_415656.1	16129101	7023	1197460	1196756	-	b1138	ymfE			
15261	NP_415657.1	16129102	7023	1197918	1198811	+	b1139	lit			
15262	NP_415658.1	16129103	7023	1200029	1198902	-	b1140	intE			
15263	NP_415659.1	16129104	7023	1200255	1200010	-	b1141	ymfG			
15265	NP_415661.2	90111220	7023	1200720	1201061	+	b1143	ymfI			
15266	NP_415662.2	90111221	7023	1201307	1200999	-	b1144	ymfJ			
15267	NP_415663.1	16129108	7023	1202156	1201482	-	b1145	ymfK	COG1974	KT	
15268	NP_415664.2	90111222	7023	1202247	1202447	+	b1146	b1146			
15269	NP_415665.2	145698241	7023	1202491	1203048	+	b1147	ymfL			
15270	NP_415666.1	16129111	7023	1203045	1203383	+	b1148	ymfM			
7497344			7023	1203393	1203626	+	b4692	oweE			
7497345			7023	1203627	1204760	+	b4693	aaaE			
15272	NP_415668.1	16129113	7023	1204772	1204954	+	b1150	ymfR			
15273			7023	1204954	1205365	+	b1151	ymfO			
15274			7023	1205366	1206145	+	b1152	ymfP			
15275	NP_415671.1	16129116	7023	1206136	1206720	+	b1153	ymfQ	COG3778	S	
15276	NP_415672.1	16129117	7023	1206724	1207353	+	b1154	ycfK			
15277	NP_415673.1	16129118	7023	1207355	1207768	+	b1155	ymfS			
15278	NP_415674.1	16129119	7023	1208342	1207740	-	b1156	tfaE			
5752726			7023	1208842	1208342	-	b1157	stfE			
15280	NP_415676.1	16129121	7023	1208908	1209462	+	b1158	pin	COG1961	L	
15281	NP_415677.1	16129122	7023	1209569	1210402	+	b1159	mcrA			3.1.21.-
1936422			7023	1210636	1210800	+	b4519	icdC			
15282	NP_415678.1	16129123	7023	1211226	1210903	-	b1160	elbA			
15283	NP_415679.1	16129124	7023	1212330	1211926	-	b1161	ycgX	COG5562	R	
15284	NP_415680.1	16129125	7023	1213282	1212551	-	b1162	ycgE	COG789	K	
15285	NP_415681.1	16129126	7023	1214698	1213487	-	b1163	ycgF	COG2200	T	
15286	NP_415682.1	16129127	7023	1215012	1215248	+	b1164	ycgZ			
15287	NP_415683.1	16129128	7023	1215291	1215563	+	b1165	ymgA			
15288	NP_415684.1	16129129	7023	1215592	1215858	+	b1166	ymgB			
15289	NP_415685.1	16129130	7023	1215971	1216219	+	b1167	ymgC		
15290	NP_415686.2	90111225	7023	1216551	1218074	+	b1168	b1168	COG4943	T
1936424	YP_588447.1	94541105	7023	1218206	1218424	+	b4520	ymgF		
1936425			7023	1218824	1221471	+	b4491	ycgH		
15293	NP_415689.2	90111226	7023	1221857	1221528	-	b1171	b1171		
15294	NP_415690.5	288551664	7023	1222211	1221867	-	b1172	ymgG		
3446170	YP_001165314.1	145698243	7023	1222386	1222213	-	b4593	ymgI		
3446171	YP_001165315.1	145698244	7023	1222487	1222672	+	b4594	ymgJ		
1936428			7023	1222787	1223130	+	b4521	ycgI		
15296	NP_415692.1	16129137	7023	1223768	1223502	-	b1174	minE	COG851	D
15297	NP_415693.1	16129138	7023	1224584	1223772	-	b1175	minD	COG2894	D
15298	NP_415694.1	16129139	7023	1225303	1224608	-	b1176	minC	COG850	D
15299	NP_415695.1	16129140	7023	1225823	1226191	+	b1177	ycgJ		
15300	NP_415696.1	16129141	7023	1226695	1226294	-	b1178	ycgK		
15301	NP_415697.3	49176083	7023	1226904	1227230	+	b1179	ycgL	COG3100	S
15302	NP_415698.1	16129143	7023	1227302	1227961	+	b1180	ycgM	COG179	Q
15303	NP_415699.5	145698245	7023	1228038	1228499	+	b1181	ycgN	COG2983	S	
15304	NP_415700.4	90111229	7023	1229617	1228706	-	b1182	hlyE			
15305	NP_415701.1	16129146	7023	1229990	1230409	+	b1183	umuD	COG1974	KT	3.4.21.-
15306	NP_415702.1	16129147	7023	1230409	1231677	+	b1184	umuC	COG389	L	2.7.7.7
15307	NP_415703.3	49176085	7023	1232253	1231723	-	b1185	dsbB	COG1495	O	
15308	NP_415704.1	16129149	7023	1233940	1232399	-	b1186	nhaB	COG3067	P	
15309	NP_415705.1	16129150	7023	1234161	1234880	+	b1187	fadR	COG2186	K	
15310	NP_415706.1	16129151	7023	1236464	1234932	-	b1188	ycgB	COG2719	S	
15311	NP_415707.1	16129152	7023	1236794	1238092	+	b1189	dadA	COG665	E	1.4.99.1
15312	NP_415708.1	16129153	7023	1238102	1239172	+	b1190	dadX	COG787	M	5.1.1.1
15313	NP_415709.2	90111230	7023	1241294	1239558	-	b1191	b1191	COG3263	P	
15314	NP_415710.1	16129155	7023	1242303	1241389	-	b1192	ldcA	COG1619	V	3.4.17.13
15315	NP_415711.2	90111231	7023	1242403	1243014	+	b1193	mltE	COG741	M	3.2.1.-
15316	NP_415712.1	16129157	7023	1243750	1243016	-	b1194	ycgR	COG5581	M	
15317	NP_415713.1	16129158	7023	1243951	1244205	+	b1195	ymgE	COG2261	S	
15318	NP_415714.1	16129159	7023	1244383	1244823	+	b1196	ycgY			
15319	NP_415715.1	16129160	7023	1246599	1244902	-	b1197	treA	COG1626	G	3.2.1.28
15320	NP_415716.4	226524708	7023	1248337	1246919	-	b1198	dhaM	COG3412	S	
15321	NP_415717.1	16129162	7023	1248980	1248348	-	b1199	dhaL	COG2376	G	"2.7.1.-,2.7.1.29"
15322	NP_415718.6	90111233	7023	1250061	1248991	-	b1200	b1200	COG2376	G	"2.7.1.-,2.7.1.29"
15323	NP_415719.2	90111234	7023	1250289	1252208	+	b1201	b1201	COG3284	QK	
15324	NP_415720.1	16129165	7023	1255175	1252308	-	b1202	ycgV	COG3468	MU	
15325	NP_415721.1	16129166	7023	1257035	1255944	-	b1203	ychF	COG12	J	
15326	NP_415722.1	16129167	7023	1257736	1257152	-	b1204	pth	COG193	J	3.1.1.29
15327	NP_415723.1	16129168	7023	1258014	1258292	+	b1205	ychH			
15328	NP_415724.2	90111235	7023	1260026	1258347	-	b1206	ychM	COG659	P	
15329	NP_415725.1	16129170	7023	1261098	1260151	-	b1207	prsA	COG462	FE	2.7.6.1
15330	NP_415726.1	16129171	7023	1262100	1261249	-	b1208	ispE	COG1947	I	2.7.1.148
15331	NP_415727.1	16129172	7023	1262723	1262100	-	b1209	lolB	COG3017	M	
15332	NP_415728.1	16129173	7023	1262937	1264193	+	b1210	hemA	COG373	H	"1.2.1.70,1.2.1.-"
15333	NP_415729.1	16129174	7023	1264235	1265317	+	b1211	prfA	COG216	J	
15334	NP_415730.1	16129175	7023	1265317	1266150	+	b1212	prmC	COG2890	J	2.1.1.-
15335	NP_415731.1	16129176	7023	1266147	1266539	+	b1213	ychQ	COG3094	S	
15336	NP_415732.1	16129177	7023	1266543	1267352	+	b1214	ychA	COG2912	S	
15337	NP_415733.1	16129178	7023	1267388	1268242	+	b1215	kdsA	COG2877	M	2.5.1.55
1936439	YP_025297.1	49176087	7023	1268498	1268391	-	b4419	ldrA			
1936440			7023	1268546	1268612	+	b4420	rdlA			
1936441	YP_025298.1	49176088	7023	1269033	1268926	-	b4421	ldrB			
1936442			7023	1269081	1269146	+	b4422	rdlB			
1936443	YP_025299.1	49176089	7023	1269568	1269461	-	b4423	ldrC			
1936444			7023	1269616	1269683	+	b4424	rdlC			
15338	NP_415734.1	16129179	7023	1271072	1269972	-	b1216	chaA	COG387	P	
15339	NP_415735.1	16129180	7023	1271342	1271572	+	b1217	chaB	COG4572	R	
15340	NP_415736.2	145698247	7023	1271730	1272425	+	b1218	chaC	COG3703	P	
15341	NP_415737.1	16129182	7023	1272822	1272469	-	b1219	ychN	COG1553	P	
15342	NP_415738.2	145698248	7023	1273007	1274401	+	b1220	ychO			
15343	NP_415739.1	16129184	7023	1275052	1274402	-	b1221	narL	COG2197	TK	
15344	NP_415740.1	16129185	7023	1276841	1275045	-	b1222	narX	COG3850	T	2.7.13.3
15345	NP_415741.1	16129186	7023	1277180	1278571	+	b1223	narK	COG2223	P	
15346	NP_415742.1	16129187	7023	1279087	1282830	+	b1224	narG	COG5013	C	1.7.99.4
15347	NP_415743.1	16129188	7023	1282827	1284365	+	b1225	narH	COG1140	C	1.7.99.4
15348	NP_415744.1	16129189	7023	1284362	1285072	+	b1226	narJ	COG2180	C	1.7.99.4
15349	NP_415745.1	16129190	7023	1285072	1285749	+	b1227	narI	COG2181	C	1.7.99.4
1936445			7023	1286459	1286289	-	b4425	rttR			
15351	NP_415747.2	145698249	7023	1286399	1286310	-	b1229	tpr			
1936446			7023	1286551	1286467	-	b1230	tyrV			
1936447			7023	1286845	1286761	-	b1231	tyrT			
15352	NP_415748.1	16129193	7023	1287847	1287005	-	b1232	purU	COG788	F	3.5.1.10
15353	NP_415749.1	16129194	7023	1288355	1287897	-	b1233	ychJ	COG3012	S	
15354	NP_415750.2	226524709	7023	1288468	1289373	+	b1234	rssA	COG1752	R	
15355	NP_415751.1	16129196	7023	1289465	1290478	+	b1235	rssB	COG784	T	
15356	NP_415752.1	16129197	7023	1290680	1291588	+	b1236	galU	COG1210	M	2.7.7.9
15357	NP_415753.1	16129198	7023	1292145	1291732	-	b1237	hns	COG2916	R	
15358	NP_415754.1	16129199	7023	1292750	1293367	+	b1238	tdk	COG1435	F	2.7.1.21
1936448			7023	1294545	1293649	-	b4573	insZ			
15361	NP_415757.1	16129202	7023	1297344	1294669	-	b1241	adhE	COG1012	C	"1.1.1.1,1.2.1.10"
15362	NP_415758.1	16129203	7023	1297821	1298468	+	b1242	ychE	COG2095	U	
15363	NP_415759.1	16129204	7023	1299206	1300837	+	b1243	oppA	COG4166	E	
15364	NP_415760.1	16129205	7023	1300923	1301843	+	b1244	oppB	COG601	EP	3.1.3.1
15365	NP_415761.1	16129206	7023	1301858	1302766	+	b1245	oppC	COG1173	EP	
1936449	YP_025300.1	49176090	7023	1302778	1303791	+	b1246	oppD	COG444	EP	
15367	NP_415763.1	16129208	7023	1303788	1304792	+	b1247	oppF	COG444	EP	
15368	NP_415764.4	90111236	7023	1305174	1304845	-	b1248	b1248	COG3099	S	
15369	NP_415765.1	16129210	7023	1306669	1305209	-	b1249	cls	COG1502	I	2.7.8.-
3446172	YP_001165316.1	145698250	7023	1306812	1306985	+	b4595	yciY			
15370	NP_415766.1	16129211	7023	1308293	1307040	-	b1250	kch	COG1226	P	
15371	NP_415767.2	90111237	7023	1308889	1308593	-	b1251	yciI	COG2350	S	
15372	NP_415768.1	16129213	7023	1309113	1309832	+	b1252	tonB	COG810	M	
15373	NP_415769.1	16129214	7023	1310270	1309872	-	b1253	yciA	COG1607	I	3.1.2.-
15374	NP_415770.1	16129215	7023	1310914	1310375	-	b1254	yciB	COG2917	D	
15375	NP_415771.1	16129216	7023	1311687	1310944	-	b1255	yciC			
15376	NP_415772.1	16129217	7023	1312044	1312682	+	b1256	ompW	COG3047	M	
15377	NP_415773.1	16129218	7023	1313248	1312742	-	b1257	yciE	COG3685	S	
15378	NP_415774.1	16129219	7023	1313794	1313294	-	b1258	yciF	COG3685	S	
15379	NP_415775.4	90111238	7023	1314059	1313880	-	b1259	yciG			
15380	NP_415776.1	16129221	7023	1315246	1314440	-	b1260	trpA	COG159	E	4.2.1.20
15381	NP_415777.1	16129222	7023	1316439	1315246	-	b1261	trpB	COG133	E	4.2.1.20
15382	NP_415778.2	90111239	7023	1317809	1316451	-	b1262	trpC	COG134	E	4.1.1.48
15383	NP_415779.1	16129224	7023	1319408	1317813	-	b1263	trpD	COG547	E	2.4.2.18
15384	NP_415780.1	16129225	7023	1320970	1319408	-	b1264	trpE	COG147	EH	4.1.3.27
15385	NP_415781.1	16129226	7023	1321106	1321062	-	b1265	trpL			
15386	NP_415782.1	16129227	7023	1321244	1322125	+	b1266	yciV	COG613	R	
15387	NP_415783.6	90111240	7023	1322122	1322742	+	b1267	yciO	COG9	J	
15388	NP_415784.1	16129229	7023	1322770	1324665	+	b1268	yciQ			
15389	NP_415785.1	16129230	7023	1324876	1325751	+	b1269	rluB	COG1187	J	5.4.99.12
15390	NP_415786.1	16129231	7023	1326381	1325791	-	b1270	btuR	COG2109	H	2.5.1.17
15391	NP_415787.1	16129232	7023	1327136	1326378	-	b1271	yciK	COG1028	IQR	1.1.1.-
15392	NP_415788.1	16129233	7023	1327356	1328405	+	b1272	sohB	COG616	OU	3.4.21.-
15393	NP_415789.1	16129234	7023	1328692	1328441	-	b1273	yciN			
15394	NP_415790.1	16129235	7023	1329072	1331669	+	b1274	topA	COG550	L	5.99.1.2
15395	NP_415791.1	16129236	7023	1331879	1332853	+	b1275	cysB	COG583	K	
1936456	YP_588449.1	94541107	7023	1333184	1333312	+	b4522	yciX_1			
1936457	YP_588450.2	145698251	7023	1333315	1333482	+	b4523	yciX			
15396	NP_415792.1	16129237	7023	1333855	1336530	+	b1276	acnA	COG1048	C	4.2.1.3
15397	NP_415793.1	16129238	7023	1337184	1336594	-	b1277	ribA	COG807	H	3.5.4.25
15398	NP_415794.1	16129239	7023	1337354	1338118	+	b1278	pgpB	COG671	I	3.1.3.27
15399	NP_415795.1	16129240	7023	1338267	1338575	+	b1279	yciS	COG3771	S	
15400	NP_415796.1	16129241	7023	1338582	1339751	+	b1280	yciM	COG2956	G	
15401	NP_415797.1	16129242	7023	1339945	1340682	+	b1281	pyrF	COG284	F	4.1.1.23
15402	NP_415798.2	90111241	7023	1340682	1341008	+	b1282	yciH	COG23	J	
15403	NP_415799.1	16129244	7023	1341352	1341134	-	b1283	osmB			
15404	NP_415800.1	16129245	7023	1342370	1341621	-	b1284	yciT	COG1349	KG	
3446173	YP_001165317.1	145698252	7023	1342633	1342460	-	b4596	yciZ			
15405	NP_415801.1	16129246	7023	1344766	1342781	-	b1285	gmr	COG5001	T	
7497346	YP_002791239.1	226524710	7023	1344820	1344924	+	b4672	ymiB			
15406	NP_415802.1	16129247	7023	1346936	1345002	-	b1286	rnb	COG4776	K	3.1.13.1
15407	NP_415803.2	90111242	7023	1348131	1347004	-	b1287	yciW	COG4950	S	
15408	NP_415804.1	16129249	7023	1349063	1348275	-	b1288	fabI	COG623	I	"1.3.1.10,1.3.1.9"
15409	NP_415805.1	16129250	7023	1349784	1349431	-	b1289	ycjD	COG2852	S	
15410	NP_415806.1	16129251	7023	1350658	1349852	-	b1290	sapF	COG4167	V	
15411	NP_415807.1	16129252	7023	1351652	1350660	-	b1291	sapD	COG4170	V	
15412	NP_415808.1	16129253	7023	1352542	1351652	-	b1292	sapC	COG4171	V	
15413	NP_415809.1	16129254	7023	1353494	1352529	-	b1293	sapB	COG4168	V	
15414	NP_415810.1	16129255	7023	1355134	1353491	-	b1294	sapA	COG4166	E	
15415	NP_415811.1	16129256	7023	1355692	1355447	-	b1295	ymjA			
15416	NP_415812.4	90111243	7023	1357211	1355826	-	b1296	ycjJ	COG531	E	
15417	NP_415813.4	90111244	7023	1358932	1357514	-	b1297	b1297	COG174	E	
15418	NP_415814.4	90111245	7023	1359144	1359908	+	b1298	ycjL	COG2071	R	3.5.1.94
15419	NP_415815.1	16129260	7023	1359935	1360492	+	b1299	puuR	COG662	G	
15420	NP_415816.1	16129261	7023	1360767	1362254	+	b1300	puuC	COG1012	C	1.2.1.-
15421	NP_415817.1	16129262	7023	1362256	1363536	+	b1301	puuB	COG665	E	1.4.3.-
15422	NP_415818.1	16129263	7023	1363574	1364839	+	b1302	puuE	COG160	E	2.6.1.19
15423	NP_415819.4	90111246	7023	1365936	1364959	-	b1303	pspF	COG1221	KT	
15424	NP_415820.1	16129265	7023	1366103	1366771	+	b1304	pspA	COG1842	KT	
15425	NP_415821.1	16129266	7023	1366825	1367049	+	b1305	pspB			
15426	NP_415822.1	16129267	7023	1367049	1367408	+	b1306	pspC	COG1983	KT	
15427	NP_415823.1	16129268	7023	1367417	1367638	+	b1307	pspD			
15428	NP_415824.1	16129269	7023	1367713	1368027	+	b1308	pspE	COG607	P	2.8.1.1
15429	NP_415825.4	90111247	7023	1368240	1369919	+	b1309	ycjM	COG366	G	
15430	NP_415826.1	16129271	7023	1369933	1371225	+	b1310	ycjN	COG1653	G	
15431	NP_415827.1	16129272	7023	1371246	1372127	+	b1311	ycjO	COG1175	G	
15432	NP_415828.1	16129273	7023	1372114	1372956	+	b1312	ycjP	COG395	G	
15433	NP_415829.1	16129274	7023	1372987	1374039	+	b1313	ycjQ	COG1063	ER	
15434	NP_415830.2	90111248	7023	1374058	1374846	+	b1314	b1314	COG1082	G	
15435	NP_415831.1	16129276	7023	1374856	1375911	+	b1315	ycjS	COG673	R	
15436	NP_415832.1	16129277	7023	1375908	1378175	+	b1316	ycjT	COG1554	G	
15437	NP_415833.1	16129278	7023	1378172	1378831	+	b1317	ycjU	COG637	R	5.4.2.6
1936466			7023	1378845	1379926	+	b4524	ycjV			
15439	NP_415835.1	16129280	7023	1379971	1380876	+	b1319	ompG			
15440	NP_415836.1	16129281	7023	1381985	1380987	-	b1320	ycjW	COG1609	K	
15441	NP_415837.1	16129282	7023	1382141	1383538	+	b1321	ycjX	COG3106	R	
15442	NP_415838.1	16129283	7023	1383535	1384596	+	b1322	ycjF	COG3768	S	
15443	NP_415839.1	16129284	7023	1384744	1386285	+	b1323	tyrR	COG3283	KE	
15444	NP_415840.1	16129285	7023	1386835	1386329	-	b1324	tpx	COG2077	O	"1.11.1.15,1.11.1.-"
15445	NP_415841.4	90111249	7023	1386954	1387919	+	b1325	ycjG	COG4948	MR	
15446	NP_415842.2	226524711	7023	1388622	1387894	-	b1326	mpaA	COG2866	E	
1936468			7023	1388886	1388749	-	b4525	ymjC			
7497347			7023	1388957	1388892	-	b4673	ymjD			
15447	NP_415843.2	221800781	7023	1389877	1388957	-	b1327	ycjY	COG1073	R	
15448	NP_415844.1	16129289	7023	1390015	1390914	+	b1328	ycjZ	COG583	K	
15449	NP_415845.2	90111250	7023	1391251	1392864	+	b1329	b1329	COG4166	E	
15450	NP_415846.1	16129291	7023	1393946	1392915	-	b1330	ynaI	COG668	M	
15451	NP_415847.1	16129292	7023	1394100	1395116	+	b1331	insH-4	COG3039	L	
15452	NP_415848.1	16129293	7023	1395389	1395646	+	b1332	ynaJ			
15453	NP_415849.1	16129294	7023	1396646	1395696	-	b1333	uspE	COG589	T	
15454	NP_415850.1	16129295	7023	1397550	1396798	-	b1334	fnr	COG664	T	
15455	NP_415851.1	16129296	7023	1398260	1397745	-	b1335	ogt	COG350	L	2.1.1.63
15456	NP_415852.2	90111251	7023	1399797	1398271	-	b1336	ydaH	COG2978	H	
15457	NP_415853.1	16129298	7023	1401279	1399834	-	b1337	abgB	COG1473	R	
15458	NP_415854.4	90111252	7023	1402589	1401279	-	b1338	ydaJ	COG1473	R	
15459	NP_415855.1	16129300	7023	1402765	1403673	+	b1339	abgR	COG583	K	
1936472			7023	1403833	1403676	-	b4426	isrA			
15460	NP_415856.1	16129301	7023	1404003	1404566	+	b1340	ydaL	COG2840	S	
15461	NP_415857.2	90111253	7023	1405819	1404587	-	b1341	b1341	COG2199	T	
15462	NP_415858.1	16129303	7023	1406074	1407057	+	b1342	ydaN	COG598	P	
10279117			7023	1407153	1407274	+	b4699	fnrS			
15463	NP_415859.1	16129304	7023	1407535	1408908	+	b1343	dbpA	COG513	LKJ	3.6.1.-
15464	NP_415860.1	16129305	7023	1409972	1409037	-	b1344	ydaO	COG37	D	
15465	NP_415861.1	16129306	7023	1411259	1410024	-	b1345	intR	COG582	L	
15466	NP_415862.4	90111254	7023	1411476	1411261	-	b1346	ydaQ			
15467	NP_415863.1	16129308	7023	1411764	1411555	-	b1347	ydaC			
15468	NP_415864.1	16129309	7023	1411951	1411757	-	b1348	lar			
15469	NP_415865.1	16129310	7023	1412817	1412008	-	b1349	recT	COG3723	L	
15470	NP_415866.1	16129311	7023	1415410	1412810	-	b1350	recE			3.1.11.-
15471	NP_415867.1	16129312	7023	1415787	1415512	-	b1351	racC			
1936475	YP_588451.1	94541109	7023	1416032	1415862	-	b4526	ydaE			
15473	NP_415869.2	90111255	7023	1416253	1416032	-	b1352	ydaD			
15474	NP_415870.4	90111256	7023	1416695	1417183	+	b1353	sieB			
15476	NP_415872.2	94541091	7023	1417335	1417180	-	b4527	b1354			
15477	NP_415873.2	90111257	7023	1417480	1417346	-	b1355	b1355			
15478	NP_415874.1	16129317	7023	1418265	1417789	-	b1356	racR			
15479	NP_415875.1	16129318	7023	1418389	1418685	+	b1357	ydaS	COG4197	S	
15480	NP_415876.1	16129319	7023	1418708	1419130	+	b1358	ydaT			
15481	NP_415877.1	16129320	7023	1419143	1420000	+	b1359	ydaU	COG3756	S	
15482	NP_415878.1	16129321	7023	1420007	1420753	+	b1360	ydaV	COG1484	L	
15483			7023	1420725	1421224	+	b1361	ydaW			
15484			7023	1421225	1421668	+	b1362	rzpR			3.4.-.-
1936482	YP_588452.1	94541110	7023	1421424	1421609	+	b4528	rzoR			
15485	NP_415881.1	16129324	7023	1421806	1423263	+	b1363	trkG	COG168	P	
15487	NP_415883.1	16129326	7023	1423401	1423664	+	b1365	ynaK			
15488			7023	1423654	1424106	+	b1366	ydaY			
15490			7023	1424478	1425410	+	b1368	ynaA			
1936483			7023	1425413	1425622	+	b4570	lomR			
15492	NP_415888.1	16129331	7023	1426750	1425770	-	b1370	insH-5	COG3039	L	
15494	NP_415890.2	90111261	7023	1427073	1430435	+	b1372	b1372			
15495	NP_415891.1	16129334	7023	1430435	1431010	+	b1373	tfaR			
15496	NP_415892.1	16129335	7023	1431698	1431108	-	b1374	pinR	COG1961	L	
15497	NP_415893.1	16129336	7023	1432281	1432015	-	b1375	ynaE			
3446175			7023	1433032	1432982	-	b4638	ttcC			
15498	NP_415894.4	90111262	7023	1433643	1433209	-	b1376	ynaF	COG589	T	
15499	NP_415895.1	16129338	7023	1434917	1433784	-	b1377	ompN	COG3203	M	
1936487			7023	1435145	1435253	+	b4427	micC			
15500	NP_415896.1	16129339	7023	1438808	1435284	-	b1378	ydbK	COG674	C	"1.2.7.1,1.2.7.-"
1936488	YP_588453.1	94541111	7023	1439082	1439348	+	b4529	ydbJ	COG3042	R	
15501	NP_415897.1	16129340	7023	1439767	1439345	-	b1379	hslJ	COG3187	O	
15502	NP_415898.1	16129341	7023	1440867	1439878	-	b1380	ldhA	COG1052	CHR	1.1.1.28
15503	NP_415899.1	16129342	7023	1441075	1443714	+	b1381	ydbH			
15504	NP_415900.1	16129343	7023	1443711	1443896	+	b1382	ynbE			
