"V1"	"V2"	"V3"	"V4"
"vimss"	" 3472791"	""	"   14912"	""
"vimss"	" 3472792"	""	"   14913"	""
"vimss"	" 3472793"	"glycerol"	"   14914"	"glycerol"
"vimss"	" 3472794"	""	"   14915"	""
"vimss"	" 3472795"	""	"   14916"	""
"vimss"	" 3472796"	""	"   14917"	""
"vimss"	" 3472797"	""	"   14918"	""
"vimss"	" 3472798"	""	"   14919"	""
"vimss"	" 3472799"	""	"   14920"	""
"vimss"	" 3472800"	""	"   14921"	""
"vimss"	" 3472801"	"adenosine-5-monophosphate"	"   14922"	"adenosine-5-monophosphate"
"vimss"	" 3472803"	""	"   14923"	""
"vimss"	" 3472804"	"adenosine-5-monophosphate"	"   14924"	"adenosine-5-monophosphate"
"vimss"	" 3472805"	""	"   14925"	""
"vimss"	" 3472806"	""	"   14926"	"malic acid"
"vimss"	" 3472807"	""	"   14927"	""
"vimss"	" 3472808"	""	"   14928"	""
"vimss"	" 3472809"	"succinic acid"	"   14929"	"succinic acid"
"vimss"	" 3472810"	""	"   14930"	""
"vimss"	" 3472811"	""	"   14931"	""
"vimss"	" 3472812"	""	"   14932"	""
"vimss"	" 3472813"	""	"   14933"	""
"vimss"	" 3472815"	""	"   14934"	""
"vimss"	" 3472816"	""	"   14935"	""
"vimss"	" 3472817"	""	"   14936"	""
"vimss"	" 3472818"	""	"   14937"	""
"vimss"	" 3472820"	""	"   14938"	""
"vimss"	" 3472821"	""	"   14939"	""
"vimss"	" 3472822"	""	"   14940"	""
"vimss"	" 3472824"	""	"   14942"	""
"vimss"	" 3472825"	""	"   14943"	""
"vimss"	" 3472826"	""	"   14944"	""
"vimss"	" 3472827"	""	"   14945"	""
"vimss"	" 3472830"	"phosphoric acid"	"   14947"	"phosphoric acid"
"vimss"	" 3472831"	""	"   14948"	""
"vimss"	" 3472832"	"glutathione , methionine"	"   14949"	"methionine"
"vimss"	" 3472833"	"phosphoethanolamine"	"   14950"	""
"vimss"	" 3472834"	""	"   14951"	""
"vimss"	" 3472835"	""	"   14952"	""
"vimss"	" 3472837"	""	"   14954"	""
"vimss"	" 3472839"	""	"   14956"	""
"vimss"	" 3472840"	""	"   14957"	""
"vimss"	" 3472841"	""	"   14958"	""
"vimss"	" 3472842"	""	"   14959"	""
"vimss"	" 3472845"	""	"   14960"	""
"vimss"	" 3472846"	""	"   14961"	""
"vimss"	" 3472848"	""	"   14963"	""
"vimss"	" 3472849"	""	"   14964"	""
"vimss"	" 3472850"	""	"   14965"	""
"vimss"	" 3472851"	"phosphoric acid"	"   14966"	"phosphoric acid"
"vimss"	" 3472853"	""	"   14967"	""
"vimss"	" 3472854"	""	"   14968"	""
"vimss"	" 3472855"	"phosphoric acid"	"   14969"	""
"vimss"	" 3472856"	""	"   14970"	""
"vimss"	" 3472857"	""	"   14971"	""
"vimss"	" 3472900"	""	"   14972"	""
"vimss"	" 3472901"	""	"   14973"	""
"vimss"	" 3472902"	""	"   14974"	""
"vimss"	" 3472903"	""	"   14975"	""
"vimss"	" 3472904"	""	"   14976"	""
"vimss"	" 3472907"	""	"   14979"	""
"vimss"	" 3472908"	""	"   14980"	"phosphoric acid"
"vimss"	" 3472909"	""	"   14981"	""
"vimss"	" 3472910"	""	"   14982"	""
"vimss"	" 3472911"	""	"   14983"	""
"vimss"	" 3472912"	""	"   14984"	""
"vimss"	" 3472914"	""	"   14985"	""
"vimss"	" 3472915"	""	"   14986"	""
"vimss"	" 3472916"	""	"   14987"	""
"vimss"	" 3472917"	""	"   14988"	""
"vimss"	" 3472918"	""	"   14989"	""
"vimss"	" 3472919"	""	"   14990"	""
"vimss"	" 3472920"	""	"   14991"	""
"vimss"	" 3472921"	"alanine"	"   14992"	"alanine"
"vimss"	" 3472922"	""	"   14993"	""
"vimss"	" 3472923"	""	"   14994"	""
"vimss"	" 3472924"	"glycine"	"   14995"	"glycine"
"vimss"	" 3472925"	""	"   14996"	""
"vimss"	" 3472926"	""	"   14997"	""
"vimss"	" 3472927"	""	"   14998"	""
"vimss"	" 3472928"	""	"   14999"	""
"vimss"	" 3472930"	""	"   15001"	""
"vimss"	" 3472931"	""	"   15002"	""
"vimss"	" 3472932"	""	"   15003"	""
"vimss"	" 3472933"	""	"   15004"	""
"vimss"	" 3472935"	""	"   15006"	""
"vimss"	" 3472936"	""	"   15007"	""
"vimss"	" 3472938"	""	"   15008"	""
"vimss"	" 3472939"	""	"   15009"	""
"vimss"	" 3472940"	""	"   15010"	""
"vimss"	" 3472941"	""	"   15011"	""
"vimss"	" 3472942"	""	"   15012"	""
"vimss"	" 3472944"	""	"   15013"	""
"vimss"	" 3472945"	""	"   15014"	""
"vimss"	" 3472946"	""	"   15015"	""
"vimss"	" 3472947"	""	"   15016"	""
"vimss"	" 3472948"	"adenosine-5-monophosphate"	"   15017"	"adenosine-5-monophosphate"
"vimss"	" 3472949"	"glutathione"	"   15018"	""
"vimss"	" 3472950"	""	"   15019"	""
"vimss"	" 3472951"	"glutathione"	"   15020"	"glutathione"
"vimss"	" 3472954"	""	"   15022"	""
"vimss"	" 3472955"	""	"   15023"	""
"vimss"	" 3472956"	""	"   15024"	""
"vimss"	" 3472958"	"methionine"	"   15026"	"methionine"
"vimss"	" 3472959"	""	"   15027"	""
"vimss"	" 3472960"	""	"   15028"	""
"vimss"	" 3472961"	""	"   15029"	""
"vimss"	" 3472962"	""	"   15030"	""
"vimss"	" 3472963"	""	"   15031"	""
"vimss"	" 3472964"	"phosphoric acid"	"   15032"	"phosphoric acid"
"vimss"	" 3472965"	""	"   15033"	""
"vimss"	" 3472966"	""	"   15034"	""
"vimss"	" 3472967"	""	"   15035"	""
"vimss"	" 3472968"	""	"   15036"	""
"vimss"	" 3472970"	""	"   15038"	""
"vimss"	" 3472971"	""	"   15039"	""
"vimss"	" 3472972"	""	"   15040"	""
"vimss"	" 3472973"	""	"   15041"	""
"vimss"	" 3472974"	""	"   15042"	""
"vimss"	" 3472975"	""	"   15043"	""
"vimss"	" 3472976"	""	"   15044"	""
"vimss"	" 3472977"	""	"   15045"	""
"vimss"	" 3472978"	""	"   15046"	""
"vimss"	" 3472979"	""	"   15047"	""
"vimss"	" 3472980"	""	"   15048"	""
"vimss"	" 3472981"	""	"   15049"	""
"vimss"	" 3472982"	""	"   15050"	""
"vimss"	" 3472983"	""	"   15051"	""
"vimss"	" 3472985"	"aspartic acid"	"   15052"	"aspartic acid , aspartic acid"
"vimss"	" 3472986"	""	"   15053"	""
"vimss"	" 3472987"	"adenosine-5-monophosphate"	"   15054"	"adenosine-5-monophosphate"
"vimss"	" 3472988"	""	"   15055"	""
"vimss"	" 3472990"	"cysteine-glycine"	"   15056"	"cysteine-glycine"
"vimss"	" 3472991"	""	"   15057"	""
"vimss"	" 3472992"	""	"   15058"	""
"vimss"	" 3472993"	""	"   15059"	""
"vimss"	" 3472994"	""	"   15060"	""
"vimss"	" 3472995"	""	"   15061"	""
"vimss"	" 3472997"	""	"   15063"	""
"vimss"	" 3472998"	""	"   15064"	""
"vimss"	" 3472999"	""	"   15065"	""
"vimss"	" 3473000"	""	"   15066"	""
"vimss"	" 3473001"	""	"   15067"	""
"vimss"	" 3473002"	""	"   15068"	""
"vimss"	" 3473003"	"orotic acid"	"   15069"	"orotic acid"
"vimss"	" 3473004"	""	"   15070"	""
"vimss"	" 3473005"	""	"   15071"	""
"vimss"	" 3473006"	""	"   15072"	""
"vimss"	" 3473007"	""	"   15073"	""
"vimss"	" 3473008"	""	"   15074"	""
"vimss"	" 3473009"	""	"   15075"	""
"vimss"	" 3473010"	""	"   15076"	""
"vimss"	" 3473011"	""	"   15077"	""
"vimss"	" 3473012"	""	"   15078"	""
"vimss"	" 3473013"	""	"   15079"	""
"vimss"	" 3473014"	""	"   15080"	""
"vimss"	" 3473015"	""	"   15081"	""
"vimss"	" 3473016"	""	"   15082"	""
"vimss"	" 3473017"	""	"   15083"	""
"vimss"	" 3473018"	""	"   15084"	""
"vimss"	" 3473019"	""	"   15085"	""
"vimss"	" 3473020"	"adenosine-5-monophosphate"	"   15086"	"adenosine-5-monophosphate"
"vimss"	" 3473021"	"phosphoric acid"	"   15087"	"phosphoric acid"
"vimss"	" 3473022"	""	"   15088"	""
"vimss"	" 3473023"	""	"   15089"	""
"vimss"	" 3473024"	""	"   15090"	""
"vimss"	" 3473025"	""	"   15091"	""
"vimss"	" 3473026"	""	"   15093"	""
"vimss"	" 3473027"	""	"   15094"	""
"vimss"	" 3473029"	""	"   15095"	""
"vimss"	" 3473030"	""	"   15096"	""
"vimss"	" 3473031"	""	"   15097"	""
"vimss"	" 3473032"	""	"   15098"	""
"vimss"	" 3473033"	""	"   15099"	""
"vimss"	" 3473034"	""	"   15100"	""
"vimss"	" 3473035"	""	"   15101"	""
"vimss"	" 3473036"	""	"   15102"	""
"vimss"	" 3473037"	""	" 3446169"	""
"vimss"	" 3473038"	"phosphoric acid , phosphoric acid"	"   15104"	""
"vimss"	" 3473039"	""	"   15105"	""
"vimss"	" 3473040"	"phosphoric acid"	"   15106"	"phosphoric acid"
"vimss"	" 3473041"	""	"   15107"	""
"vimss"	" 3473043"	""	"   15109"	""
"vimss"	" 3473044"	""	"   15110"	""
"vimss"	" 3473045"	""	"   15111"	""
"vimss"	" 3473046"	""	"   15113"	""
"vimss"	" 3473047"	""	"   15114"	""
"vimss"	" 3473048"	""	"   15115"	""
"vimss"	" 3473050"	""	"   15116"	""
"vimss"	" 3473052"	""	"   15117"	""
"vimss"	" 3473053"	""	"   15118"	""
"vimss"	" 3473054"	""	"   15119"	""
"vimss"	" 3473055"	""	"   15120"	""
"vimss"	" 3473056"	""	"   15121"	""
"vimss"	" 3473057"	""	"   15122"	""
"vimss"	" 3473059"	""	"   15123"	""
"vimss"	" 3473060"	""	"   15124"	""
"vimss"	" 3473061"	""	"   15125"	""
"vimss"	" 3473063"	"phosphoric acid"	"   15126"	""
"vimss"	" 3473064"	""	"   15127"	""
"vimss"	" 3473065"	""	"   15128"	""
"vimss"	" 3473066"	""	"   15129"	""
"vimss"	" 3473069"	""	"   15130"	""
"vimss"	" 3473070"	""	"   15131"	""
"vimss"	" 3473071"	""	"   15132"	""
"vimss"	" 3473072"	""	"   15133"	""
"vimss"	" 3473073"	""	"   15134"	""
"vimss"	" 3473074"	""	"   15135"	""
"vimss"	" 3473075"	"cysteine"	"   15136"	"cysteine"
"vimss"	" 3473076"	""	"   15137"	""
"vimss"	" 3473077"	"proline"	"   15138"	"proline"
"vimss"	" 3473079"	""	"   15139"	""
"vimss"	" 3473081"	""	"   15141"	""
"vimss"	" 3473082"	""	"   15142"	""
"vimss"	" 3473083"	""	"   15143"	""
"vimss"	" 3473084"	""	"   15144"	""
"vimss"	" 3473085"	""	"   15145"	""
"vimss"	" 3473086"	""	"   15146"	""
"vimss"	" 3473091"	""	"   15148"	""
"vimss"	" 3473095"	""	"   15152"	""
"vimss"	" 3473098"	"glyceric acid , glyceric acid"	"   15155"	"glyceric acid , 3-phosphoglycerate"
"vimss"	" 3473099"	""	"   15156"	""
"vimss"	" 3473100"	""	"   15157"	""
"vimss"	" 3473101"	""	"   15158"	""
"vimss"	" 3473102"	""	"   15159"	""
"vimss"	" 3473103"	""	"   15160"	""
"vimss"	" 3473104"	""	"   15161"	""
"vimss"	" 3473105"	""	"   15162"	""
"vimss"	" 3473107"	""	"   15163"	""
"vimss"	" 3473108"	""	"   15164"	""
"vimss"	" 3473109"	""	"   15165"	""
"vimss"	" 3473112"	""	"   15166"	""
"vimss"	" 3473113"	""	"   15167"	""
"vimss"	" 3473114"	""	"   15168"	""
"vimss"	" 3473115"	""	"   15169"	""
"vimss"	" 3473117"	""	"   15170"	""
"vimss"	" 3473118"	""	"   15171"	""
"vimss"	" 3473120"	""	"   15172"	""
"vimss"	" 3473121"	""	"   15173"	""
"vimss"	" 3473122"	""	"   15175"	""
"vimss"	" 3473124"	"glycine"	"   15176"	"glycine"
"vimss"	" 3473125"	""	"   15177"	""
"vimss"	" 3473126"	""	"   15178"	""
"vimss"	" 3473127"	""	"   15179"	""
"vimss"	" 3473128"	""	"   15180"	""
"vimss"	" 3473129"	""	"   15181"	"glycine"
"vimss"	" 3473130"	""	"   15182"	""
"vimss"	" 3473131"	""	"   15183"	""
"vimss"	" 3473132"	"N-carbamoylaspartate"	"   15184"	"N-carbamoylaspartate"
"vimss"	" 3473133"	""	"   15185"	""
"vimss"	" 3473134"	""	"   15186"	""
"vimss"	" 3473135"	""	"   15187"	""
"vimss"	" 3473136"	""	"   15188"	""
"vimss"	" 3473137"	""	"   15189"	""
"vimss"	" 3473138"	""	"   15190"	""
"vimss"	" 3473139"	""	"   15191"	""
"vimss"	" 3473140"	""	"   15192"	""
"vimss"	" 3473141"	""	"   15193"	""
"vimss"	" 3473142"	""	"   15194"	""
"vimss"	" 3473143"	""	"   15195"	""
"vimss"	" 3473144"	""	"   15196"	""
"vimss"	" 3473145"	""	"   15197"	""
"vimss"	" 3473146"	""	"   15198"	""
"vimss"	" 3473147"	""	"   15199"	""
"vimss"	" 3473148"	""	"   15200"	""
"vimss"	" 3473149"	""	"   15201"	""
"vimss"	" 3473150"	""	"   15202"	""
"vimss"	" 3473151"	""	"   15203"	"xylose 2"
"vimss"	" 3473152"	""	"   15204"	""
"vimss"	" 3473153"	""	"   15205"	""
"vimss"	" 3473154"	"phosphoethanolamine"	"   15206"	"phosphoethanolamine"
"vimss"	" 3473155"	""	"   15208"	""
"vimss"	" 3473156"	""	"   15209"	""
"vimss"	" 3473158"	""	"   15210"	""
"vimss"	" 3473159"	""	"   15211"	""
"vimss"	" 3473160"	"glycerol-alpha-phosphate"	"   15212"	"glycerol-alpha-phosphate"
"vimss"	" 3473161"	""	"   15213"	""
"vimss"	" 3473162"	""	"   15214"	""
"vimss"	" 3473163"	""	"   15215"	""
"vimss"	" 3473164"	""	"   15216"	""
"vimss"	" 3473165"	""	"   15217"	""
"vimss"	" 3473166"	""	"   15218"	""
"vimss"	" 3473167"	""	"   15219"	""
"vimss"	" 3473168"	""	"   15220"	""
"vimss"	" 3473169"	""	"   15221"	""
"vimss"	" 3473170"	""	"   15222"	""
"vimss"	" 3473171"	"mannose-6-phosphate NIST"	"   15223"	"mannose-6-phosphate NIST"
"vimss"	" 3473172"	""	"   15224"	""
"vimss"	" 3473174"	""	"   15225"	""
"vimss"	" 3473175"	""	"   15226"	""
"vimss"	" 3473176"	""	"   15227"	""
"vimss"	" 3473177"	""	"   15228"	"cellobiose"
"vimss"	" 3473178"	""	"   15229"	""
"vimss"	" 3473179"	""	"   15230"	""
"vimss"	" 3473180"	""	"   15231"	""
"vimss"	" 3473181"	""	"   15232"	""
"vimss"	" 3473182"	""	"   15233"	""
"vimss"	" 3473183"	""	"   15234"	""
"vimss"	" 3473184"	""	"   15235"	""
"vimss"	" 3473185"	"adenosine-5-monophosphate"	"   15236"	"adenosine-5-monophosphate"
"vimss"	" 3473186"	""	"   15237"	""
"vimss"	" 3473187"	""	"   15239"	""
"vimss"	" 3473188"	""	"   15240"	""
"vimss"	" 3473189"	""	"   15241"	""
"vimss"	" 3473190"	"glutathione"	"   15242"	"glutathione"
"vimss"	" 3473191"	""	"   15245"	""
"vimss"	" 3473192"	""	"   15246"	""
"vimss"	" 3473194"	"phosphoric acid"	"   15248"	"phosphoric acid"
"vimss"	" 3473195"	""	"   15249"	""
"vimss"	" 3473196"	""	"   15250"	""
"vimss"	" 3473197"	""	"   15251"	""
"vimss"	" 3473198"	""	"   15252"	""
"vimss"	" 3473199"	"adenosine-5-monophosphate"	"   15253"	"adenosine-5-monophosphate"
"vimss"	" 3473200"	""	"   15254"	""
"vimss"	" 3473201"	""	"   15255"	""
"vimss"	" 3473202"	"adenosine-5-monophosphate"	"   15256"	"adenosine-5-monophosphate"
"vimss"	" 3473203"	""	"   15257"	""
"vimss"	" 3473204"	""	"   15258"	""
"vimss"	" 3473205"	""	"   15283"	""
"vimss"	" 3473206"	""	"   15284"	""
"vimss"	" 3473207"	""	"   15285"	""
"vimss"	" 3473210"	""	"   15288"	""
"vimss"	" 3473211"	""	"   15289"	""
"vimss"	" 3473212"	""	"   15290"	""
"vimss"	" 3473213"	""	" 1936424"	""
"vimss"	" 3473217"	""	"   15293"	""
"vimss"	" 3473218"	""	"   15294"	""
"vimss"	" 3473219"	""	" 3446170"	""
"vimss"	" 3473222"	""	"   15296"	""
"vimss"	" 3473223"	""	"   15297"	""
"vimss"	" 3473224"	""	"   15298"	""
"vimss"	" 3473226"	""	"   15300"	""
"vimss"	" 3473227"	""	"   15301"	""
"vimss"	" 3473228"	""	"   15302"	""
"vimss"	" 3473229"	""	"   15303"	""
"vimss"	" 3473233"	""	"   15305"	""
"vimss"	" 3473234"	""	"   15306"	""
"vimss"	" 3473235"	""	"   15307"	""
"vimss"	" 3473236"	""	"   15308"	""
"vimss"	" 3473237"	""	"   15309"	""
"vimss"	" 3473238"	""	"   15310"	""
"vimss"	" 3473239"	"phenylpyruvic acid"	"   15311"	"phenylpyruvic acid"
"vimss"	" 3473240"	"alanine"	"   15312"	"alanine"
"vimss"	" 3473241"	""	"   15313"	""
"vimss"	" 3473242"	""	"   15314"	""
"vimss"	" 3473243"	"xylose 2"	"   15315"	"xylose 2"
"vimss"	" 3473244"	""	"   15316"	""
"vimss"	" 3473245"	""	"   15317"	""
"vimss"	" 3473246"	""	"   15318"	""
"vimss"	" 3473247"	""	"   15319"	""
"vimss"	" 3473249"	""	"   15320"	""
"vimss"	" 3473250"	"glyceric acid"	"   15321"	"glyceric acid"
"vimss"	" 3473251"	"glyceric acid"	"   15322"	"glyceric acid"
"vimss"	" 3473252"	""	"   15323"	""
"vimss"	" 3473253"	""	"   15324"	""
"vimss"	" 3473255"	""	"   15325"	""
"vimss"	" 3473256"	""	"   15326"	""
"vimss"	" 3473257"	""	"   15327"	""
"vimss"	" 3473258"	""	"   15328"	""
"vimss"	" 3473259"	"adenosine-5-monophosphate"	"   15329"	"adenosine-5-monophosphate"
"vimss"	" 3473260"	""	"   15330"	""
"vimss"	" 3473261"	""	"   15331"	""
"vimss"	" 3473262"	""	"   15332"	"GABA"
"vimss"	" 3473263"	""	"   15333"	""
"vimss"	" 3473264"	""	"   15334"	""
"vimss"	" 3473265"	""	"   15335"	""
"vimss"	" 3473266"	""	"   15336"	""
"vimss"	" 3473267"	"phosphoric acid"	"   15337"	"phosphoric acid"
"vimss"	" 3473269"	""	" 1936441"	""
"vimss"	" 3473271"	""	"   15338"	""
"vimss"	" 3473272"	""	"   15339"	""
"vimss"	" 3473273"	""	"   15340"	""
"vimss"	" 3473274"	""	"   15341"	""
"vimss"	" 3473276"	""	"   15342"	""
"vimss"	" 3473277"	""	"   15343"	""
"vimss"	" 3473278"	""	"   15344"	""
"vimss"	" 3473280"	""	"   15345"	""
"vimss"	" 3473281"	""	"   15346"	""
"vimss"	" 3473282"	""	"   15347"	""
"vimss"	" 3473283"	""	"   15348"	""
"vimss"	" 3473284"	""	"   15349"	""
"vimss"	" 3473287"	""	"   15352"	""
"vimss"	" 3473289"	""	"   15354"	""
"vimss"	" 3473290"	""	"   15355"	""
"vimss"	" 3473291"	""	"   15356"	""
"vimss"	" 3473292"	""	"   15357"	""
"vimss"	" 3473294"	""	"   15358"	""
"vimss"	" 3473296"	"glycerol"	"   15361"	"glycerol"
"vimss"	" 3473297"	""	"   15362"	""
"vimss"	" 3473298"	""	"   15363"	""
"vimss"	" 3473299"	""	"   15364"	"phosphoric acid"
"vimss"	" 3473300"	""	"   15365"	""
"vimss"	" 3473301"	""	" 1936449"	""
"vimss"	" 3473302"	""	"   15367"	""
"vimss"	" 3473303"	""	"   15368"	""
"vimss"	" 3473304"	"glycerol"	"   15369"	"glycerol"
"vimss"	" 3473305"	""	"   15370"	""
"vimss"	" 3473306"	""	"   15371"	""
"vimss"	" 3473307"	""	"   15372"	""
"vimss"	" 3473308"	"palmitoleic acid"	"   15373"	"palmitoleic acid"
"vimss"	" 3473309"	""	"   15374"	""
"vimss"	" 3473311"	""	"   15376"	""
"vimss"	" 3473312"	""	"   15377"	""
"vimss"	" 3473313"	""	"   15378"	""
"vimss"	" 3473315"	"serine"	"   15380"	"serine"
"vimss"	" 3473317"	""	"   15382"	""
"vimss"	" 3473318"	""	"   15383"	""
"vimss"	" 3473319"	""	"   15384"	""
"vimss"	" 3473320"	""	"   15385"	""
"vimss"	" 3473321"	""	"   15386"	""
"vimss"	" 3473322"	""	"   15387"	""
"vimss"	" 3473323"	""	"   15388"	""
"vimss"	" 3473324"	""	"   15389"	""
"vimss"	" 3473325"	"phosphoric acid"	"   15390"	"phosphoric acid"
"vimss"	" 3473326"	""	"   15391"	""
"vimss"	" 3473327"	""	"   15392"	""
"vimss"	" 3473328"	""	"   15393"	""
"vimss"	" 3473329"	""	"   15394"	""
"vimss"	" 3473330"	""	"   15395"	""
"vimss"	" 3473333"	""	"   15396"	""
"vimss"	" 3473334"	""	"   15397"	""
"vimss"	" 3473335"	"phosphoric acid"	"   15398"	"phosphoric acid"
"vimss"	" 3473336"	""	"   15399"	""
"vimss"	" 3473337"	""	"   15400"	""
"vimss"	" 3473339"	""	"   15401"	""
"vimss"	" 3473340"	""	"   15402"	""
"vimss"	" 3473341"	""	"   15403"	""
"vimss"	" 3473342"	""	"   15404"	""
"vimss"	" 3473343"	""	" 3446173"	""
"vimss"	" 3473344"	""	"   15405"	""
"vimss"	" 3473345"	""	"   15406"	""
"vimss"	" 3473346"	""	"   15407"	""
"vimss"	" 3473347"	""	"   15408"	""
"vimss"	" 3473349"	""	"   15409"	""
"vimss"	" 3473350"	""	"   15410"	""
"vimss"	" 3473351"	""	"   15411"	""
"vimss"	" 3473352"	""	"   15412"	""
"vimss"	" 3473353"	""	"   15413"	""
"vimss"	" 3473354"	""	"   15414"	""
"vimss"	" 3473355"	""	"   15415"	""
"vimss"	" 3473357"	""	"   15416"	""
"vimss"	" 3473358"	"phosphoric acid"	"   15417"	""
"vimss"	" 3473359"	"GABA"	"   15418"	"GABA"
"vimss"	" 3473360"	""	"   15419"	""
"vimss"	" 3473361"	"GABA"	"   15420"	"GABA"
"vimss"	" 3473362"	""	"   15421"	""
"vimss"	" 3473363"	"GABA"	"   15422"	"GABA"
"vimss"	" 3473364"	""	"   15423"	""
"vimss"	" 3473365"	""	"   15424"	""
"vimss"	" 3473366"	""	"   15425"	""
"vimss"	" 3473367"	""	"   15426"	""
"vimss"	" 3473368"	""	"   15427"	""
"vimss"	" 3473369"	""	"   15428"	""
"vimss"	" 3473370"	"phosphoric acid"	"   15429"	""
"vimss"	" 3473371"	""	"   15430"	""
"vimss"	" 3473372"	""	"   15431"	""
"vimss"	" 3473373"	""	"   15432"	""
"vimss"	" 3473374"	""	"   15433"	""
"vimss"	" 3473375"	""	"   15434"	""
"vimss"	" 3473376"	""	"   15435"	""
"vimss"	" 3473377"	"xylose 2"	"   15436"	""
"vimss"	" 3473378"	""	"   15437"	""
"vimss"	" 3473380"	""	"   15439"	""
"vimss"	" 3473381"	""	"   15440"	""
"vimss"	" 3473382"	""	"   15441"	""
"vimss"	" 3473383"	""	"   15442"	""
"vimss"	" 3473384"	""	"   15443"	""
"vimss"	" 3473385"	""	"   15444"	""
"vimss"	" 3473386"	""	"   15445"	""
"vimss"	" 3473387"	""	"   15446"	""
"vimss"	" 3473388"	""	"   15447"	""
"vimss"	" 3473389"	""	"   15448"	""
"vimss"	" 3473391"	""	"   15449"	""
"vimss"	" 3473392"	""	"   15450"	""
"vimss"	" 3473393"	""	"   15452"	""
"vimss"	" 3473394"	""	"   15453"	""
"vimss"	" 3473395"	""	"   15454"	""
"vimss"	" 3473396"	""	"   15455"	""
"vimss"	" 3473397"	""	"   15456"	""
"vimss"	" 3473398"	""	"   15457"	""
"vimss"	" 3473399"	""	"   15458"	""
"vimss"	" 3473401"	""	"   15459"	""
"vimss"	" 3473403"	""	"   15460"	""
"vimss"	" 3473404"	""	"   15461"	""
"vimss"	" 3473405"	""	"   15462"	""
"vimss"	" 3473407"	""	"   15463"	"adenosine-5-monophosphate"
"vimss"	" 3473408"	""	"   15464"	""
"vimss"	" 3473409"	""	"   15498"	""
"vimss"	" 3473410"	""	"   15499"	""
"vimss"	" 3473412"	""	"   15500"	""
"vimss"	" 3473413"	""	" 1936488"	""
"vimss"	" 3473414"	""	"   15501"	""
"vimss"	" 3473415"	""	"   15502"	""
"vimss"	" 3473417"	""	"   15504"	""
"vimss"	" 3473418"	""	"   15505"	""
"vimss"	" 3473419"	""	"   15506"	""
"vimss"	" 3473420"	""	"   15507"	""
"vimss"	" 3473421"	""	"   15508"	""
"vimss"	" 3473422"	""	"   15509"	""
"vimss"	" 3473423"	""	"   15510"	""
"vimss"	" 3473424"	""	"   15511"	""
"vimss"	" 3473425"	""	"   15512"	""
"vimss"	" 3473426"	""	"   15513"	""
"vimss"	" 3473427"	""	"   15514"	""
"vimss"	" 3473428"	""	"   15515"	""
"vimss"	" 3473429"	""	"   15516"	""
"vimss"	" 3473430"	""	"   15517"	""
"vimss"	" 3473431"	""	"   15518"	""
"vimss"	" 3473432"	"glycine"	"   15519"	"glycine"
"vimss"	" 3473433"	"adenosine-5-monophosphate"	"   15520"	"adenosine-5-monophosphate"
"vimss"	" 3473434"	""	"   15521"	""
"vimss"	" 3473435"	""	"   15522"	""
"vimss"	" 3473437"	""	"   15528"	""
"vimss"	" 3473438"	""	"   15529"	""
"vimss"	" 3473439"	"glycerol-alpha-phosphate"	"   15530"	"glycerol-alpha-phosphate"
"vimss"	" 3473440"	""	"   15531"	""
"vimss"	" 3473441"	""	"   15532"	""
"vimss"	" 3473442"	""	"   15533"	""
"vimss"	" 3473443"	""	"   15534"	""
"vimss"	" 3473444"	"adenosine-5-monophosphate"	"   15535"	"adenosine-5-monophosphate"
"vimss"	" 3473445"	""	"   15536"	""
"vimss"	" 3473446"	"lactic acid"	"   15537"	""
"vimss"	" 3473448"	""	"   15539"	""
"vimss"	" 3473449"	""	"   15540"	""
"vimss"	" 3473450"	""	"   15541"	""
"vimss"	" 3473451"	""	"   15542"	""
"vimss"	" 3473452"	""	"   15543"	""
"vimss"	" 3473453"	""	"   15544"	""
"vimss"	" 3473454"	""	"   15545"	""
"vimss"	" 3473455"	""	"   15547"	""
"vimss"	" 3473456"	"glycine"	"   15548"	"glycine"
"vimss"	" 3473457"	""	"   15549"	"glycine"
"vimss"	" 3473458"	""	"   15550"	""
"vimss"	" 3473459"	""	"   15551"	""
"vimss"	" 3473461"	""	"   15552"	""
"vimss"	" 3473464"	""	"   15554"	""
"vimss"	" 3473465"	""	"   15555"	""
"vimss"	" 3473466"	""	"   15556"	""
"vimss"	" 3473467"	""	"   15557"	""
"vimss"	" 3473469"	""	"   15559"	""
"vimss"	" 3473470"	""	"   15560"	""
"vimss"	" 3473471"	""	"   15561"	""
"vimss"	" 3473472"	""	"   15562"	"phosphoric acid"
"vimss"	" 3473473"	""	"   15563"	""
"vimss"	" 3473474"	""	"   15564"	""
"vimss"	" 3473475"	"GABA"	"   15565"	""
"vimss"	" 3473478"	""	"   15566"	""
"vimss"	" 3473479"	""	"   15567"	""
"vimss"	" 3473480"	""	"   15568"	""
"vimss"	" 3473481"	""	"   15569"	"glycine"
"vimss"	" 3473482"	""	"   15570"	""
"vimss"	" 3473483"	""	"   15571"	""
"vimss"	" 3473484"	""	"   15572"	""
"vimss"	" 3473486"	""	"   15573"	""
"vimss"	" 3473487"	""	"   15574"	""
"vimss"	" 3473488"	""	"   15575"	"glutathione"
"vimss"	" 3473492"	""	"   15582"	""
"vimss"	" 3473493"	""	"   15583"	""
"vimss"	" 3473494"	""	"   15584"	""
"vimss"	" 3473496"	""	"   15586"	""
"vimss"	" 3473497"	""	"   15587"	""
