locusId	accession	GI	scaffoldId	start	stop	strand	sysName	name	COG	COGFun	EC
3472592	YP_001457403.1	157160085	57075	657269	656277	-	EcHS_A0640	fepG	COG4779	P	
3472593	YP_001457404.1	157160086	57075	658270	657266	-	EcHS_A0641	fepD	COG609	P	
3472594	YP_001457405.1	157160087	57075	658381	659631	+	EcHS_A0642	EcHS_A0642	COG2814	G	
3472595	YP_001457406.1	157160088	57075	660591	659635	-	EcHS_A0643	fepB	COG4592	P	
3472596	YP_001457407.1	157160089	57075	660966	662141	+	EcHS_A0644	entC	COG1169	HQ	5.4.4.2
3472597	YP_001457408.1	157160090	57075	662151	663761	+	EcHS_A0645	entE	COG1021	Q	2.7.7.58
3472598	YP_001457409.1	157160091	57075	663775	664632	+	EcHS_A0646	entB	COG1535	Q	3.3.2.1
3472599	YP_001457410.1	157160092	57075	664632	665378	+	EcHS_A0647	entA	COG1028	IQR	1.3.1.28
3472600	YP_001457411.1	157160093	57075	665381	665794	+	EcHS_A0648	EcHS_A0648	COG2050	Q	3.1.-.-
3472601	YP_001457412.1	157160094	57075	665975	668080	+	EcHS_A0649	cstA	COG1966	T	
3472602	YP_001457413.1	157160095	57075	668263	668460	+	EcHS_A0650	EcHS_A0650	COG2879	S	
3472603	YP_001457414.1	157160096	57075	669558	668470	-	EcHS_A0651	EcHS_A0651	COG371	C	"1.1.-.-,1.1.1.1"
3472604	YP_001457415.1	157160097	57075	669667	670827	+	EcHS_A0652	EcHS_A0652	COG436	E	2.6.1.-
3472605	YP_001457416.1	157160098	57075	671445	670828	-	EcHS_A0653	EcHS_A0653	COG1475	K	
3472606	YP_001457417.1	157160099	57075	672650	671430	-	EcHS_A0654	EcHS_A0654	COG3969	R	
3472607	YP_001457418.1	157160100	57075	673699	672797	-	EcHS_A0655	EcHS_A0655	COG583	K	
3472608	YP_001457419.1	157160101	57075	674654	673908	-	EcHS_A0656	dsbG	COG1651	O	
3472609	YP_001457420.1	157160102	57075	675026	675589	+	EcHS_A0657	ahpC	COG450	O	1.11.1.15
3472610	YP_001457421.1	157160103	57075	675804	677399	+	EcHS_A0658	ahpF	COG3634	O	"1.11.1.15,1.6.4.-,1.8.1.-"
3472611	YP_001457422.1	157160104	57075	677948	677520	-	EcHS_A0659	uspG	COG589	T	
3472612	YP_001457423.1	157160105	57075	678169	679407	+	EcHS_A0660	EcHS_A0660	COG1063	ER	
3472613	YP_001457424.1	157160106	57075	680048	679638	-	EcHS_A0661	rnk	COG782	K	
3472614	YP_001457425.1	157160107	57075	681083	680277	-	EcHS_A0662	rna	COG3719	J	3.1.27.6
3472615	YP_001457426.1	157160108	57075	682660	681197	-	EcHS_A0663	EcHS_A0663	COG471	P	
3472616	YP_001457427.1	157160109	57075	683589	682711	-	EcHS_A0664	citG	COG1767	H	2.7.8.25
3472617	YP_001457428.1	157160110	57075	684115	683564	-	EcHS_A0665	citX	COG3697	HI	2.7.7.61
3472618	YP_001457429.1	157160111	57075	685651	684119	-	EcHS_A0666	citF	COG3051	C	"2.8.3.10,4.1.3.6"
3472619	YP_001457430.1	157160112	57075	686570	685662	-	EcHS_A0667	citE	COG2301	G	4.1.3.6
3472620	YP_001457431.1	157160113	57075	686863	686567	-	EcHS_A0668	citD	COG3052	C	4.1.3.6
3472621	YP_001457432.1	157160114	57075	687936	686878	-	EcHS_A0669	citC	COG3053	C	6.2.1.22
3472622	YP_001457433.1	157160115	57075	688316	689974	+	EcHS_A0670	dpiB	COG3290	T	"2.7.13.3,2.7.3.-"
3472623	YP_001457434.1	157160116	57075	689943	690623	+	EcHS_A0671	dpiA	COG4565	KT	
3472624			57075	692049	690664	-	EcHS_A0672	dcuC			
3472625	YP_001457435.1	157160117	57075	692334	692188	-	EcHS_A0673	EcHS_A0673			
3472626	YP_001457436.1	157160118	57075	692638	693198	+	EcHS_A0674	pagP			2.3.1.-
3472627	YP_001457437.1	157160119	57075	693373	693582	+	EcHS_A0675	cspE	COG1278	K	
3472628	YP_001457438.1	157160120	57075	694020	693637	-	EcHS_A0676	crcB	COG239	D	
3472629	YP_001457439.1	157160121	57075	694113	694901	+	EcHS_A0677	EcHS_A0677	COG388	R	
3472630	YP_001457440.1	157160122	57075	695030	695233	+	EcHS_A0678	tatA2			
3472631	YP_001457441.1	157160123	57075	696299	695334	-	EcHS_A0679	lipA	COG320	H	"2.8.1.-,2.8.1.8"
3472632	YP_001457442.1	157160124	57075	696511	696398	-	EcHS_A0680	EcHS_A0680			
3472633	YP_001457443.1	157160125	57075	697461	696508	-	EcHS_A0681	EcHS_A0681	COG583	K	
3472634	YP_001457444.1	157160126	57075	698361	697720	-	EcHS_A0682	lipB	COG321	H	2.3.1.181
3472635	YP_001457445.1	157160127	57075	698725	698462	-	EcHS_A0683	EcHS_A0683	COG2921	S	
3472636			57075	700047	698836	-	EcHS_A0684	dacA			
3472637	YP_001457446.1	157160128	57075	701275	700187	-	EcHS_A0685	rlpA	COG797	M	
3472638	YP_001457447.1	157160129	57075	702398	701286	-	EcHS_A0686	mrdB	COG772	D	
3472639	YP_001457448.1	157160130	57075	704302	702401	-	EcHS_A0687	mrdA	COG768	M	
3472640	YP_001457449.1	157160131	57075	704800	704333	-	EcHS_A0688	EcHS_A0688	COG1576	S	2.1.-.-
3472641	YP_001457450.1	157160132	57075	705121	704804	-	EcHS_A0689	EcHS_A0689	COG799	S	
3472642	YP_001457451.1	157160133	57075	705992	705381	-	EcHS_A0690	cobC	COG406	G	3.1.3.73
3472643	YP_001457452.1	157160134	57075	706657	706016	-	EcHS_A0691	nadD	COG1057	H	"2.7.7.18,3.2.2.-,4.2.99.18"
3472644	YP_001457453.1	157160135	57075	707690	706659	-	EcHS_A0692	holA	COG1466	L	2.7.7.7
3472645	YP_001457454.1	157160136	57075	708271	707690	-	EcHS_A0693	EcHS_A0693	COG2980	M	
3472646	YP_001457455.1	157160137	57075	710868	708286	-	EcHS_A0694	leuS	COG495	J	6.1.1.4
3472647	YP_001457456.1	157160138	57075	711103	711585	+	EcHS_A0695	EcHS_A0695			
3472648	YP_001457457.1	157160139	57075	712560	711625	-	EcHS_A0696	EcHS_A0696	COG1957	F	3.2.-.-
3472649	YP_001457458.1	157160140	57075	713403	712678	-	EcHS_A0697	gltL	COG1126	E	
3472650	YP_001457459.1	157160141	57075	714077	713403	-	EcHS_A0698	gltK	COG765	E	
3472651	YP_001457460.1	157160142	57075	714817	714077	-	EcHS_A0699	gltJ	COG765	E	
3472652			57075	714991	714829	-	EcHS_A4737	sroC			
3472653	YP_001457461.1	157160143	57075	715895	714987	-	EcHS_A0700	gltI	COG834	ET	
3472654	YP_001457462.1	157160144	57075	716030	716152	+	EcHS_A0701	EcHS_A0701			
3472655			57075	716350	718226	+	EcHS_A0702	EcHS_A0702			
3472656	YP_001457463.1	157160145	57075	719891	718353	-	EcHS_A0704	lnt	COG815	M	2.3.1.-
3472657	YP_001457464.1	157160146	57075	720794	719916	-	EcHS_A0705	corC	COG4535	P	
3472658	YP_001457465.1	157160147	57075	721351	720884	-	EcHS_A0706	EcHS_A0706	COG319	R	
3472659	YP_001457466.1	157160148	57075	722388	721348	-	EcHS_A0707	EcHS_A0707	COG1702	T	
3472660	YP_001457467.1	157160149	57075	723965	722541	-	EcHS_A0708	miaB	COG621	J	
3472661	YP_001457468.1	157160150	57075	724111	725286	+	EcHS_A0709	ubiF	COG654	HC	1.14.13.-
3472662			57075	725515	725439	-	EcHS_A4648	EcHS_A4648			
3472663			57075	725627	725551	-	EcHS_A4649	EcHS_A4649			
3472664			57075	725751	725673	-	EcHS_A4650	EcHS_A4650			
3472665			57075	725841	725765	-	EcHS_A4651	EcHS_A4651			
3472666			57075	725949	725875	-	EcHS_A4652	EcHS_A4652			
3472667			57075	726058	725972	-	EcHS_A4653	EcHS_A4653			
3472668			57075	726143	726065	-	EcHS_A4654	EcHS_A4654			
3472669	YP_001457469.1	157160151	57075	728187	726523	-	EcHS_A0717	asnB	COG367	E	6.3.5.4
3472670	YP_001457470.1	157160152	57075	729593	728613	-	EcHS_A0718	EcHS_A0718	COG3547	L	
3472671	YP_001457471.1	157160153	57075	730615	729863	-	EcHS_A0719	nagD	COG647	G	
3472672	YP_001457472.1	157160154	57075	731883	730663	-	EcHS_A0720	nagC	COG1940	KG	
3472673	YP_001457473.1	157160155	57075	733040	731892	-	EcHS_A0721	nagA2	COG1820	G	3.5.1.25
3472674	YP_001457474.1	157160156	57075	733900	733100	-	EcHS_A0722	nagB	COG363	G	3.5.99.6
3472675	YP_001457475.1	157160157	57075	734233	736179	+	EcHS_A0723	nagE	COG1263	G	2.7.1.69
3472676	YP_001457476.1	157160158	57075	736329	736186	-	EcHS_A0724	EcHS_A0724			
3472677	YP_001457477.1	157160159	57075	736447	738111	+	EcHS_A0725	glnS	COG8	J	6.1.1.18
3472678	YP_001457478.1	157160160	57075	738497	738387	-	EcHS_A0727	EcHS_A0727			
3472679	YP_001457479.1	157160161	57075	738688	740094	+	EcHS_A0728	EcHS_A0728			
3472680	YP_001457480.1	157160162	57075	740144	740470	+	EcHS_A0729	EcHS_A0729			
3472681	YP_001457481.1	157160163	57075	741000	740554	-	EcHS_A0730	fur	COG735	P	
3472682	YP_001457482.1	157160164	57075	741936	741289	-	EcHS_A0731	fldA	COG716	C	
3472683	YP_001457483.1	157160165	57075	742252	741959	-	EcHS_A0732	EcHS_A0732			
3472684	YP_001457484.1	157160166	57075	743156	742392	-	EcHS_A0733	ybfF	COG596	R	3.1.-.-
3472685	YP_001457485.1	157160167	57075	743341	743886	+	EcHS_A0734	seqA	COG3057	L	
3472686	YP_001457486.1	157160168	57075	743912	745552	+	EcHS_A0735	pgm	COG33	G	5.4.2.2
3472687	YP_001457487.1	157160169	57075	745731	745558	-	EcHS_A0736	EcHS_A0736			
3472688	YP_001457488.1	157160170	57075	745767	746282	+	EcHS_A0737	EcHS_A0737			
3472689	YP_001457489.1	157160171	57075	746311	746586	+	EcHS_A0738	EcHS_A0738	COG3677	L	
3472690	YP_001457490.1	157160172	57075	746505	747008	+	EcHS_A0739	EcHS_A0739	COG1662	L	
3472691	YP_001457491.1	157160173	57075	747010	747114	+	EcHS_A0740	EcHS_A0740			
3472692	YP_001457492.1	157160174	57075	747813	747136	-	EcHS_A0741	kdpE	COG745	TK	
3472693	YP_001457493.1	157160175	57075	750494	747810	-	EcHS_A0742	kdpD	COG2205	T	2.7.13.3
3472694	YP_001457494.1	157160176	57075	751059	750487	-	EcHS_A0743	kdpC	COG2156	P	3.6.3.12
3472695	YP_001457495.1	157160177	57075	753116	751068	-	EcHS_A0744	kdpB	COG2216	P	3.6.3.12
3472696	YP_001457496.1	157160178	57075	754812	753139	-	EcHS_A0745	kdpA	COG2060	P	3.6.3.12
3472697	YP_001457497.1	157160179	57075	755015	754812	-	EcHS_A0746	kdpF			3.6.3.12
3472698	YP_001457498.1	157160180	57075	755214	755420	+	EcHS_A0747	EcHS_A0747			
3472699	YP_001457499.1	157160181	57075	755663	759856	+	EcHS_A0748	rhsC	COG3209	M	
3472700	YP_001457500.1	157160182	57075	760300	761733	+	EcHS_A0749	EcHS_A0749			
3472701	YP_001457501.1	157160183	57075	761730	762299	+	EcHS_A0750	EcHS_A0750			
3472702	YP_001457502.1	157160184	57075	762525	762779	+	EcHS_A0751	EcHS_A0751	COG5433	L	
3472703			57075	762905	764041	+	EcHS_A0752	EcHS_A0752			
3472704	YP_001457503.1	157160185	57075	764172	764933	+	EcHS_A0753	EcHS_A0753	COG5433	L	
3472705	YP_001457504.1	157160186	57075	765081	765590	+	EcHS_A0754	EcHS_A0754	COG3272	S	
3472706	YP_001457505.1	157160187	57075	765587	767005	+	EcHS_A0755	phrB	COG415	L	4.1.99.3
3472707	YP_001457506.1	157160188	57075	767039	767158	+	EcHS_A0756	EcHS_A0756			
3472708	YP_001457507.1	157160189	57075	768636	767155	-	EcHS_A0757	EcHS_A0757	COG3104	E	
3472709	YP_001457508.1	157160190	57075	768907	769650	+	EcHS_A0758	EcHS_A0758	COG327	S	
3472710	YP_001457509.1	157160191	57075	769673	770329	+	EcHS_A0759	EcHS_A0759	COG2049	E	
3472711	YP_001457510.1	157160192	57075	770323	771255	+	EcHS_A0760	EcHS_A0760	COG1984	E	
3472712	YP_001457511.1	157160193	57075	771245	771979	+	EcHS_A0761	EcHS_A0761	COG1540	R	
3472713	YP_001457512.1	157160194	57075	772015	772806	+	EcHS_A0762	nei	COG266	L	"3.2.2.-,4.2.99.18"
3472714	YP_001457513.1	157160195	57075	773849	772803	-	EcHS_A0763	abrB	COG3180	R	
3472715	YP_001457514.1	157160196	57075	775062	774001	-	EcHS_A0764	EcHS_A0764			
3472716	YP_001457515.1	157160197	57075	775790	775059	-	EcHS_A0765	EcHS_A0765	COG3121	NU	
3472717	YP_001457516.1	157160198	57075	778306	775805	-	EcHS_A0766	EcHS_A0766	COG3188	NU	
3472718	YP_001457517.1	157160199	57075	778881	778315	-	EcHS_A0767	EcHS_A0767	COG3539	NU	
3472719	YP_001457518.1	157160200	57075	780553	779270	-	EcHS_A0768	gltA	COG372	C	2.3.3.1
3472720	YP_001457519.1	157160201	57075	781247	781651	+	EcHS_A0769	sdhC	COG2009	C	1.3.99.1
3472721	YP_001457520.1	157160202	57075	781645	781992	+	EcHS_A0770	sdhD	COG2142	C	1.3.99.1
3472722	YP_001457521.1	157160203	57075	781992	783758	+	EcHS_A0771	sdhA	COG1053	C	1.3.99.1
3472723	YP_001457522.1	157160204	57075	783774	784490	+	EcHS_A0772	sdhB	COG479	C	1.3.99.1
3472724	YP_001457523.1	157160205	57075	784691	787492	+	EcHS_A0773	sucA	COG567	C	1.2.4.2
3472725	YP_001457524.1	157160206	57075	787507	788724	+	EcHS_A0774	sucB	COG508	C	2.3.1.61
3472726	YP_001457525.1	157160207	57075	789090	790256	+	EcHS_A0775	sucC	COG45	C	6.2.1.5
3472727	YP_001457526.1	157160208	57075	790256	791125	+	EcHS_A0776	sucD	COG74	C	6.2.1.5
3472728	YP_001457527.1	157160209	57075	791951	791229	-	EcHS_A0777	farR	COG2188	K	
3472729	YP_001457528.1	157160210	57075	792120	794036	+	EcHS_A0778	EcHS_A0778	COG1299	G	2.7.1.69
3472730			57075	794054	794488	+	EcHS_A0779	EcHS_A0779			
3472731	YP_001457529.1	157160211	57075	794926	794423	-	EcHS_A0780	EcHS_A0780	COG1662	L	
3472732	YP_001457530.1	157160212	57075	795120	794845	-	EcHS_A0781	EcHS_A0781	COG3677	L	
3472733			57075	795185	797464	+	EcHS_A0782	EcHS_A0782			
3472734	YP_001457531.1	157160213	57075	797489	797716	+	EcHS_A0783	EcHS_A0783			
3472735	YP_001457532.1	157160214	57075	797897	797793	-	EcHS_A0784	EcHS_A0784			
3472736	YP_001457533.1	157160215	57075	798311	799879	+	EcHS_A0785	cydA	COG1271	C	1.10.3.-
3472737	YP_001457534.1	157160216	57075	799895	801034	+	EcHS_A0786	cydB1	COG1294	C	1.10.3.-
3472738	YP_001457535.1	157160217	57075	801049	801162	+	EcHS_A0787	EcHS_A0787	COG4890	S	
3472739	YP_001457536.1	157160218	57075	801162	801455	+	EcHS_A0788	EcHS_A0788	COG3790	S	
3472740	YP_001457537.1	157160219	57075	801605	802009	+	EcHS_A0789	ybgC	COG824	R	3.1.2.-
3472741	YP_001457538.1	157160220	57075	802006	802698	+	EcHS_A0790	tolQ	COG811	U	
3472742	YP_001457539.1	157160221	57075	802702	803130	+	EcHS_A0791	tolR	COG848	U	
3472743	YP_001457540.1	157160222	57075	803195	804460	+	EcHS_A0792	tolA	COG3064	M	
3472744			57075	804593	805886	+	EcHS_A0793	tolB			
3472745	YP_001457541.1	157160223	57075	805921	806442	+	EcHS_A0795	pal	COG2885	M	
3472746	YP_001457542.1	157160224	57075	806452	807243	+	EcHS_A0796	ygbF	COG1729	S	
3472747			57075	807407	807484	+	EcHS_A4655	EcHS_A4655			
3472748			57075	807618	807695	+	EcHS_A4656	EcHS_A4656			
3472749			57075	807697	807772	+	EcHS_A4657	EcHS_A4657			
3472750			57075	807824	807899	+	EcHS_A4658	EcHS_A4658			
3472751			57075	807903	807978	+	EcHS_A4659	EcHS_A4659			
3472752			57075	808124	808201	+	EcHS_A4660	EcHS_A4660			
3472753			57075	808333	808408	+	EcHS_A4661	EcHS_A4661			
3472754	YP_001457543.1	157160225	57075	808686	809729	+	EcHS_A0804	nadA	COG379	H	2.5.1.72
3472755	YP_001457544.1	157160226	57075	809782	810486	+	EcHS_A0805	pnuC	COG3201	H	
3472756	YP_001457545.1	157160227	57075	811424	810483	-	EcHS_A0806	zitB	COG1230	P	
3472757	YP_001457546.1	157160228	57075	811918	811538	-	EcHS_A0807	EcHS_A0807			
3472758	YP_001457547.1	157160229	57075	812234	813286	+	EcHS_A0808	aroG	COG722	E	2.5.1.54
3472759	YP_001457548.1	157160230	57075	814196	813444	-	EcHS_A0809	gpmA	COG588	G	5.4.2.1
3472760	YP_001457549.1	157160231	57075	815439	814399	-	EcHS_A0810	galM	COG2017	G	"5.1.3.-,5.1.3.3"
3472761	YP_001457550.1	157160232	57075	816581	815433	-	EcHS_A0811	galK	COG153	G	2.7.1.6
3472762	YP_001457551.1	157160233	57075	817631	816585	-	EcHS_A0812	galT	COG1085	C	"2.7.7.10,2.7.7.12"
3472763	YP_001457552.1	157160234	57075	818657	817641	-	EcHS_A0813	galE	COG1087	M	5.1.3.2
3472764	YP_001457553.1	157160235	57075	820391	818919	-	EcHS_A0814	modF	COG488	R	
3472765	YP_001457554.1	157160236	57075	821247	820459	-	EcHS_A0815	modE	COG2005	R	
3472766	YP_001457555.1	157160237	57075	821376	821525	+	EcHS_A0816	EcHS_A0816			
3472767	YP_001457556.1	157160238	57075	821692	822465	+	EcHS_A0817	modA	COG725	P	
3472768	YP_001457557.1	157160239	57075	822465	823154	+	EcHS_A0818	modB	COG4149	P	
3472769	YP_001457558.1	157160240	57075	823157	824215	+	EcHS_A0819	modC	COG4148	P	3.6.3.29
3472770	YP_001457559.1	157160241	57075	825034	824216	-	EcHS_A0820	ybhA	COG561	R	3.1.3.11
3472771	YP_001457560.1	157160242	57075	825189	826184	+	EcHS_A0821	pgl	COG2706	G	3.1.1.31
3472772	YP_001457561.1	157160243	57075	827178	826225	-	EcHS_A0822	EcHS_A0822	COG583	K	
3472773	YP_001457562.1	157160244	57075	827362	828414	+	EcHS_A0823	EcHS_A0823	COG2828	S	
3472774	YP_001457563.1	157160245	57075	828490	829923	+	EcHS_A0824	EcHS_A0824	COG471	P	
3472775	YP_001457564.1	157160246	57075	830082	832367	+	EcHS_A0825	EcHS_A0825	COG1048	C	4.2.1.3
3472776	YP_001457565.1	157160247	57075	833884	832601	-	EcHS_A0826	EcHS_A0826	COG4677	G	3.1.1.11
3472777	YP_001457566.1	157160248	57075	834512	834036	-	EcHS_A0827	EcHS_A0827	COG1881	R	
3472778	YP_001457567.1	157160249	57075	835860	834571	-	EcHS_A0829	bioA	COG161	H	2.6.1.62
3472779	YP_001457568.1	157160250	57075	835947	836987	+	EcHS_A0828	bioB	COG502	H	2.8.1.6
3472780	YP_001457569.1	157160251	57075	836984	838138	+	EcHS_A0830	bioF	COG156	H	2.3.1.47
3472781	YP_001457570.1	157160252	57075	838125	838880	+	EcHS_A0831	bioC	COG2226	H	
3472782	YP_001457571.1	157160253	57075	838873	839550	+	EcHS_A0832	bioD1	COG132	H	6.3.3.3
3472783	YP_001457572.1	157160254	57075	840129	842150	+	EcHS_A0833	uvrB	COG556	L	3.1.25.-
3472784	YP_001457573.1	157160255	57075	843250	842342	-	EcHS_A0834	EcHS_A0834	COG391	S	
3472785	YP_001457574.1	157160256	57075	843647	844636	+	EcHS_A0835	moaA	COG2896	H	
3472786	YP_001457575.1	157160257	57075	844658	845170	+	EcHS_A0836	moaB	COG521	H	
3472787	YP_001457576.1	157160258	57075	845173	845658	+	EcHS_A0837	moaC	COG315	H	
3472788	YP_001457577.1	157160259	57075	845651	845896	+	EcHS_A0838	moaD	COG1977	H	
3472789	YP_001457578.1	157160260	57075	845898	846350	+	EcHS_A0839	moaE	COG314	H	
3472790	YP_001457579.1	157160261	57075	846487	847191	+	EcHS_A0840	EcHS_A0840	COG670	R	
3472791	YP_001457580.1	157160262	57075	847397	848110	+	EcHS_A0841	EcHS_A0841	COG670	R	
3472792	YP_001457581.1	157160263	57075	849102	848146	-	EcHS_A0842	EcHS_A0842	COG392	S	
3472793	YP_001457582.1	157160264	57075	850343	849102	-	EcHS_A0843	EcHS_A0843	COG1502	I	2.7.8.-
3472794	YP_001457583.1	157160265	57075	851101	850340	-	EcHS_A0844	EcHS_A0844	COG3568	R	
3472795	YP_001457584.1	157160266	57075	851234	851644	+	EcHS_A0845	EcHS_A0845			
3472796	YP_001457585.1	157160267	57075	852712	851606	-	EcHS_A0846	EcHS_A0846	COG1668	CP	
3472797	YP_001457586.1	157160268	57075	853856	852723	-	EcHS_A0847	EcHS_A0847	COG1668	CP	
3472798	YP_001457587.1	157160269	57075	855585	853849	-	EcHS_A0848	EcHS_A0848	COG1123	R	
3472799	YP_001457588.1	157160270	57075	856573	855578	-	EcHS_A0849	EcHS_A0849	COG1566	V	
3472800	YP_001457589.1	157160271	57075	857247	856576	-	EcHS_A0850	EcHS_A0850	COG1309	K	
3472801	YP_001457590.1	157160272	57075	857476	858840	+	EcHS_A0851	EcHS_A0851	COG513	LKJ	3.6.1.-
3472802	YP_001457591.1	157160273	57075	859006	858845	-	EcHS_A0852	EcHS_A0852			
3472803	YP_001457592.1	157160274	57075	859554	859072	-	EcHS_A0854	EcHS_A0854	COG3236	S	
3472804	YP_001457593.1	157160275	57075	859674	861824	+	EcHS_A0853	EcHS_A0853	COG1199	KL	3.6.1.-
3472805	YP_001457594.1	157160276	57075	861852	862814	+	EcHS_A0855	EcHS_A0855	COG547	E	
3472806	YP_001457595.1	157160277	57075	862955	864040	+	EcHS_A0856	EcHS_A0856	COG2055	C	1.1.1.-
3472807	YP_001457596.1	157160278	57075	864529	864269	-	EcHS_A0857	EcHS_A0857			
3472808	YP_001457597.1	157160279	57075	865060	864794	-	EcHS_A0858	EcHS_A0858	COG1734	T	
3472809	YP_001457598.1	157160280	57075	865811	865134	-	EcHS_A0859	EcHS_A0859	COG3128	S	1.14.11.-
3472810	YP_001457599.1	157160281	57075	868135	865853	-	EcHS_A0860	fiu	COG4774	P	
3472811	YP_001457600.1	157160282	57075	868804	868400	-	EcHS_A0861	EcHS_A0861			
3472812	YP_001457601.1	157160283	57075	868855	869862	+	EcHS_A0862	EcHS_A0862	COG3129	R	2.1.1.48
3472813	YP_001457602.1	157160284	57075	872084	869859	-	EcHS_A0863	EcHS_A0863	COG668	M	
3472814	YP_001457603.1	157160285	57075	872328	872146	-	EcHS_A0864	EcHS_A0864			
3472815	YP_001457604.1	157160286	57075	873067	872345	-	EcHS_A0865	glnQ	COG1126	E	
3472816	YP_001457605.1	157160287	57075	873723	873064	-	EcHS_A0866	glnP	COG765	E	
3472817	YP_001457606.1	157160288	57075	874608	873862	-	EcHS_A0867	glnH	COG834	ET	
3472818	YP_001457607.1	157160289	57075	875515	875012	-	EcHS_A0868	dps	COG783	P	1.16.-.-
3472819	YP_001457608.1	157160290	57075	875782	875684	-	EcHS_A0869	EcHS_A0869			
3472820	YP_001457609.1	157160291	57075	876700	875813	-	EcHS_A0870	rhtA	COG5006	R	
3472821	YP_001457610.1	157160292	57075	877053	877568	+	EcHS_A0871	ompX	COG3637	M	
3472822	YP_001457611.1	157160293	57075	879200	877617	-	EcHS_A0872	EcHS_A0872	COG2194	R	3.1.6.-
3472823	YP_001457612.1	157160294	57075	879600	879472	-	EcHS_A0873	EcHS_A0873			
3472824	YP_001457613.1	157160295	57075	879786	880253	+	EcHS_A0874	mntR	COG1321	K	
3472825	YP_001457614.1	157160296	57075	880250	881368	+	EcHS_A0875	EcHS_A0875	COG471	P	
3472826	YP_001457615.1	157160297	57075	882347	881427	-	EcHS_A0876	ybiS	COG1376	S	
3472827	YP_001457616.1	157160298	57075	882566	884158	+	EcHS_A0877	EcHS_A0877	COG488	R	
3472828	YP_001457617.1	157160299	57075	884437	885417	+	EcHS_A0878	EcHS_A0878	COG3547	L	
3472829	YP_001457618.1	157160300	57075	886943	885678	-	EcHS_A0879	EcHS_A0879			
3472830	YP_001457619.1	157160301	57075	887910	887095	-	EcHS_A0880	supH	COG561	R	3.1.3.23
3472831	YP_001457620.1	157160302	57075	890488	888056	-	EcHS_A0881	EcHS_A0881	COG1882	C	2.3.1.54
3472832	YP_001457621.1	157160303	57075	891393	890494	-	EcHS_A0882	EcHS_A0882	COG1180	O	"1.97.1.-,1.97.1.4"
3472833	YP_001457622.1	157160304	57075	891524	892186	+	EcHS_A0883	fsaA	COG176	G	4.1.2.-
3472834	YP_001457623.1	157160305	57075	893011	892262	-	EcHS_A0884	moeB	COG476	H	
3472835	YP_001457624.1	157160306	57075	894246	893011	-	EcHS_A0885	moeA	COG303	H	
3472836	YP_001457625.1	157160307	57075	894450	895415	+	EcHS_A0886	EcHS_A0886	COG1446	E	3.4.19.5
3472837	YP_001457626.1	157160308	57075	895402	897273	+	EcHS_A0887	gsiA	COG1123	R	3.6.3.-
3472838	YP_001457627.1	157160309	57075	897293	898831	+	EcHS_A0888	gsiB	COG747	E	
3472839	YP_001457628.1	157160310	57075	898849	899769	+	EcHS_A0889	gsiC	COG601	EP	
3472840	YP_001457629.1	157160311	57075	899772	900683	+	EcHS_A0890	gsiD	COG1173	EP	
3472841	YP_001457630.1	157160312	57075	900861	903209	+	EcHS_A0891	EcHS_A0891	COG2200	T	
3472842	YP_001457631.1	157160313	57075	903217	904545	+	EcHS_A0892	EcHS_A0892	COG2199	T	
3472843	YP_001457632.1	157160314	57075	904944	904615	-	EcHS_A0893	EcHS_A0893	COG2944	K	
3472844	YP_001457633.1	157160315	57075	905320	904934	-	EcHS_A0894	EcHS_A0894	COG4737	S	
3472845	YP_001457634.1	157160316	57075	906871	905546	-	EcHS_A0895	EcHS_A0895	COG621	J	
3472846	YP_001457635.1	157160317	57075	907051	907467	+	EcHS_A0896	bssR			
3472847			57075	907578	908693	+	EcHS_A0897	EcHS_A0897			
3472848	YP_001457636.1	157160318	57075	909316	908690	-	EcHS_A0899	EcHS_A0899	COG625	O	
3472849	YP_001457637.1	157160319	57075	909563	910765	+	EcHS_A0900	dacC	COG1686	M	3.4.16.4
3472850	YP_001457638.1	157160320	57075	911570	910812	-	EcHS_A0901	deoR	COG1349	KG	
3472851	YP_001457639.1	157160321	57075	912224	911628	-	EcHS_A0902	EcHS_A0902			3.6.1.27
3472852	YP_001457640.1	157160322	57075	912417	912524	+	EcHS_A0903	EcHS_A0903			
3472853	YP_001457641.1	157160323	57075	912509	913741	+	EcHS_A0904	mdfA	COG2814	G	
3472854	YP_001457642.1	157160324	57075	914060	913782	-	EcHS_A0905	EcHS_A0905			
3472855	YP_001457643.1	157160325	57075	914967	914152	-	EcHS_A0906	ybjI	COG561	R	3.1.3.-
3472856	YP_001457644.1	157160326	57075	916175	914967	-	EcHS_A0907	EcHS_A0907	COG738	G	
3472857	YP_001457645.1	157160327	57075	916259	916795	+	EcHS_A0908	EcHS_A0908	COG3226	S	
3472858	YP_001457646.1	157160328	57075	918304	917273	-	EcHS_A0909	EcHS_A0909	COG4974	L	
3472859	YP_001457647.1	157160329	57075	918417	918509	+	EcHS_A0910	EcHS_A0910			
3472860	YP_001457648.1	157160330	57075	919269	918700	-	EcHS_A0911	EcHS_A0911	COG2932	K	
3472861	YP_001457649.1	157160331	57075	919395	919616	+	EcHS_A0912	EcHS_A0912			
3472862	YP_001457650.1	157160332	57075	919649	920158	+	EcHS_A0913	EcHS_A0913			
