locusId	orth331112.locusId
16264	3474232
16265	3474234
16266	3474236
16267	3474237
16268	3474238
16269	3474239
16270	3474240
16271	3474241
16272	3474242
16273	
16274	3474244
16275	
16276	3474246
16277	3474247
16278	3474248
16279	3474250
1936704	
16280	3474251
16281	3474252
16282	3474253
16283	3474254
16284	3474255
16285	3474256
16286	3474257
16287	3474258
16288	3474259
16289	3474260
16290	3474261
16291	3474262
16292	3474263
16293	3474264
16294	3474265
16295	3474266
16296	3474268
16297	3474269
1936708	
16298	
16300	
16301	3474273
16302	3474274
16303	3474275
16304	3474276
16305	3474277
16306	3474278
16307	3474279
16308	3474280
16309	3474281
16310	3474282
16311	3474283
16312	3474284
16313	3474285
16314	3474286
16315	3474287
16316	3474288
3446192	
16317	3474289
16318	3474291
16319	3474292
16320	3474293
16321	3474294
16322	3474295
16323	3474296
1936711	
16324	3474299
16325	3474300
16326	3474302
16327	3474303
16328	3474304
16329	3474305
16330	3474306
16331	3474307
16332	3474308
16333	3474309
16334	3474310
1936712	
16336	3474312
16337	3474313
16338	3474314
16339	3474315
16340	3474316
3446193	
16341	3474317
16342	3474318
16343	3474319
16344	3474320
16345	
16346	3474322
16347	3474323
16348	3474325
16349	3474326
16350	3474327
16351	3474329
1936717	
16352	3474330
16353	3474331
16354	3474332
16355	3474333
16356	3474335
16357	
16358	3474338
16359	3474339
16360	3474340
16361	3474341
16362	3474342
16363	3474343
16364	3474344
1936721	3474345
16365	3474346
16366	3474347
16367	3474348
16368	3474349
16369	3474350
16370	3474351
16371	3474352
16372	3474353
16373	3474354
16374	3474355
16375	3474356
16376	
16377	3474361
16378	3474362
16379	3474363
16380	3474364
16381	3474365
16382	3474366
16383	3474367
16384	3474368
16385	3474369
16386	3474370
16387	3474371
16388	3474372
16389	3474373
16390	3474374
16391	3474375
16392	3474376
16393	3474377
16394	3474378
16395	3474379
16396	3474380
16397	3474381
16398	3474382
16399	3474383
16400	3474384
16401	
16402	3474386
16403	3474388
16404	3474389
16405	3474390
16406	3474391
16407	3474392
16408	3474393
16409	3474394
16410	3474395
16411	3474396
16412	
16413	3474398
16414	3474399
16415	3474400
16416	3474401
16417	3474402
16418	3474404
16419	3474405
16420	3474406
16421	3474407
16422	3474408
16423	3474409
16424	3474410
16425	3474411
16426	3474412
16427	3474413
16428	3474414
16429	3474415
16430	3474416
16431	3474417
16432	3474419
16433	3474420
16434	3474421
16435	3474422
16436	3474423
16437	3474424
16438	3474425
16439	3474426
16440	3474427
16441	3474428
16442	3474429
16443	3474430
3446195	
16445	3474432
16446	3474433
16447	3474434
16448	3474435
16449	3474436
16450	3474437
16451	
16452	3474439
16453	3474441
1936740	
16454	
16455	
16456	
16457	
16458	
16459	
16460	
16461	
16462	
16463	
16464	
16465	
16466	
16467	
16468	
1936745	
1936746	
3446197	
16469	3474443
16470	3474444
16471	3474445
16472	3474446
16473	3474447
16474	3474448
16475	3474449
16476	3474450
16477	3474451
16478	3474452
16479	3474453
16480	3474454
16481	
16482	3474455
16483	3474456
7497359	3474457
16484	3474458
16485	3474459
16486	3474460
16487	3474461
16488	3474462
16489	3474463
16490	3474464
16491	3474465
16492	3474466
16493	3474467
16494	3474468
16495	
16497	3474471
16498	3474472
16499	
16500	3474474
1936751	
1936752	
16501	3474477
16502	3474478
16503	3474479
1936754	
1936755	
1936756	
1936757	
16504	
16505	
16506	
16507	
16508	3474485
16509	3474486
1936758	3474487
16510	3474488
16511	3474489
16512	3474490
16513	3474491
16514	3474492
16515	3474493
16516	3474494
16517	3474495
16518	3474496
16519	3474497
16520	3474499
16521	3474500
1936759	3474501
16523	3474502
16524	3474503
16525	3474504
16526	3474505
16527	3474506
16528	3474507
16529	3474508
16530	3474510
16531	3474511
16532	3474512
16533	3474513
16534	3474514
16535	3474515
16536	3474516
16537	
16538	3474518
16539	3474519
16540	
16541	
16542	
16543	
16544	
16545	
16546	
16547	
16548	
16549	
16550	3474521
16551	
16552	3474524
16553	3474525
16554	3474526
16555	3474527
16556	3474528
16557	3474529
16558	3474530
16559	3474531
16560	3474532
16561	3474533
16562	3474534
16563	3474535
16564	3474536
16565	3474537
16566	3474538
16567	3474539
16568	3474540
16569	3474541
3446198	
16570	3474543
16571	3474544
1936770	3474545
16572	3474546
16573	3474547
16574	3474548
16575	3474549
16576	3474551
16577	3474552
16578	3474553
16579	3474554
16580	3474555
16581	
16582	3474557
16583	
16584	3474559
16585	3474560
16586	3474561
16587	3474562
16588	3474563
16589	3474564
16590	3474565
16591	3474566
16592	3474567
16593	3474568
16594	3474569
16595	3474571
16596	3474572
16597	3474573
16598	3474574
16599	3474575
16600	3474576
16601	3474577
16602	
16603	3474580
16604	3474581
16605	3474582
16606	3474597
16607	3474598
16608	3474599
16609	3474600
16610	3474601
16611	3474602
16612	3474603
16613	3474604
16614	3474606
16615	3474607
16616	3474608
16617	3474609
16618	3474610
16619	3474611
16620	3474612
1936782	
16621	3474615
16622	3474616
16623	3474617
16624	3474618
16625	3474619
16626	3474620
16627	3474621
16628	3474622
1936785	3474623
16630	3474624
16631	3474626
16632	3474627
16633	3474628
16634	
16635	3474630
16636	3474631
16637	3474632
16638	3474633
16639	
16640	3474635
16641	3474636
16642	
16643	
16644	
16645	3474640
16646	3474641
16647	3474642
16648	3474645
16649	3474646
16650	3474647
16651	3474648
16652	3474649
16653	
16654	3474651
16655	3474652
1936793	
1936794	3474654
16657	3474655
16658	3474656
16659	3474657
16660	3474658
16661	3474659
7497360	
3446200	
16662	3474662
16663	3474663
16664	3474664
16665	3474665
16666	3474666
16667	3474667
16668	3474668
16669	3474669
16670	3474670
16671	3474671
16672	3474672
16673	3474674
16674	3474675
16675	3474676
16676	3474678
16677	3474679
16678	3474680
16679	3474681
16680	
16681	3474683
16682	3474684
16683	3474685
16684	3474686
16685	3474687
16686	
1936801	
1936802	
1936803	
1936804	
16687	3474694
3446201	
16688	3474695
16689	3474696
16690	3474697
16692	3474698
16693	
16694	3474699
16695	3474700
16696	3474701
16697	3474702
16698	3474705
16699	3474706
16700	3474707
16701	3474708
16702	3474709
16703	3474710
16704	3474711
16705	3474712
16706	3474713
1936808	3474714
16708	3474715
16709	3474716
1936809	3474717
16711	3474718
16712	3474719
16713	3474720
16714	3474721
1936812	
16715	
16716	
16717	
16718	
16719	
16720	
16721	
16722	
16723	
16724	
1936814	
16726	
16727	
1936815	
16728	
16729	
16730	
16732	
16733	
3446203	
16734	
16735	
1936820	
16736	
16737	
3446205	
16738	
16739	
16741	
1936822	
1936823	
16749	3474737
16750	3474738
16751	3474739
16752	3474740
16753	3474741
16754	3474742
16755	3474743
16756	3474744
16757	3474745
16758	3474746
16759	3474747
16760	3474749
16761	3474750
16762	3474751
16763	3474752
16764	3474753
16765	3474754
16766	3474755
16767	3474756
16768	3474757
16769	3474758
1936830	
16771	3474761
16772	3474762
16773	3474763
16774	3474764
16775	3474765
16776	3474766
1936831	
16777	3474768
16778	3474769
16779	3474770
1936832	
1936833	
1936834	
1936835	
1936836	
16780	3474776
16781	3474777
16782	3474778
16783	3474779
16784	3474780
16785	3474781
1936837	3474782
1936838	3474783
16788	3474784
16789	3474785
16790	3474786
16791	3474787
16792	
16793	3474789
16794	3474790
16795	3474791
16796	3474792
16797	3474793
16798	3474794
1936841	3474795
16800	3474796
16801	3474797
16802	3474798
16803	3474799
16804	3474800
16805	3474801
16806	3474802
16807	3474803
16808	3474804
16809	3474805
16810	3474807
16811	3474808
16812	3474809
16813	3474810
16814	3474811
16815	3474812
16816	3474813
16817	3474815
16818	3474816
16819	3474817
16820	3474818
16821	3474819
16822	3474820
16823	3474821
16824	3474822
16825	3474823
16826	3474824
16827	3474825
16828	3474826
16829	3474827
16830	3474828
16831	3474829
16832	3474830
16833	3474831
16834	3474832
16835	3474833
16836	3474834
16837	3474835
11403151	
11545514	
11687906	
11403152	
11545515	
11687907	
11403153	
11545516	
11687908	
11403154	
11545517	
11687909	
11403155	
11545518	
11687910	
11403156	
11545519	
11687911	
11403157	
11545520	
11687912	
11403158	
11545521	
11687913	
11403159	
11545522	
11687914	
11403160	
11545523	
11687915	
11403161	
11545524	
11687916	
11403162	
11545525	
11687917	
11403163	
11545526	
11687918	
11403164	
11545527	
11687919	
11403165	
11545528	
11687920	
11403166	
11545529	
11687921	
11403167	
11545530	
11687922	
11403168	
11545531	
11687923	
11403169	
11545532	
11687924	
11403170	
11545533	
11687925	
11403171	
11545534	
11687926	
11403172	
11545535	
11687927	
11403173	
11545536	
11687928	
11403174	
11545537	
11687929	
11403175	
11545538	
11687930	
16838	
16839	3474838
16840	3474839
16841	3474840
16842	3474841
16843	3474842
16844	3474843
16845	3474845
10279119	
16846	3474846
16847	3474847
16848	3474848
16849	3474849
16850	3474850
16851	3474851
16852	3474852
16853	3474853
16854	3474854
16855	3474855
1936849	3474856
16858	3474857
16859	3474858
16860	3474859
11403176	
11545539	
11687931	
11403177	
11545540	
11687932	
11403178	
11545541	
11687933	
11403179	
11545542	
11687934	
11403180	
11545543	
11687935	
11403181	
11545544	
11687936	
11403182	
11545545	
11687937	
11403183	
11545546	
11687938	
11403184	
11545547	
11687939	
11403185	
11545548	
11687940	
11403186	
11545549	
11687941	
11403187	
11545550	
11687942	
11403188	
11545551	
11687943	
16861	3474862
7497361	3474863
16862	3474864
16863	3474867
16864	3474868
16865	3474869
16866	3474870
16867	3474871
16868	3474872
16869	3474873
16870	3474874
16871	3474875
16872	3474876
16873	3474877
16874	3474878
16875	3474879
16876	3474880
1936852	
16877	3474882
16878	3474883
16879	3474884
16880	3474885
16881	3474886
16882	3474887
16883	3474888
16884	3474889
16885	3474890
16886	3474891
16887	3474892
16888	3474893
16889	3474894
16890	3474895
16891	3474896
16892	3474897
1936854	
16893	3474899
16894	3474900
16895	3474901
16896	3474902
16897	3474904
1936856	
1936857	
1936858	
16898	3474909
16899	3474910
16900	3474911
16901	3474912
16902	3474913
16903	3474914
16904	3474915
16905	3474916
16906	3474917
16907	3474918
16908	3474919
16909	3474920
16910	3474921
16911	3474922
3446206	3474923
16912	3474924
16913	3474925
16914	3474926
16915	3474927
16916	3474928
16917	3474929
1936861	
1936862	
16918	3474932
16919	3474933
16920	3474934
16921	3474935
16922	3474936
16923	3474937
16924	3474938
16925	3474939
16926	3474940
16927	3474941
16928	3474942
16929	3474943
7497362	3474944
16930	
16931	
16932	3474947
16933	3474948
16934	
16935	
16937	
1936869	
16940	
16941	
16942	
16944	
1936872	
16945	3474973
16946	3474974
16947	3474975
16948	3474976
16949	3474977
1936874	3474978
16951	3474979
16952	3474980
16953	3474981
16954	3474982
16955	3474983
16956	3474984
16957	3474985
16958	3474986
16959	3474987
16960	3474988
16961	3474989
16962	3474990
16963	3474991
1936879	3474992
16966	3474993
16967	3474994
16968	3474995
7497363	
16969	3474996
16970	3474997
16971	3474998
16972	3474999
16973	3475000
16974	3475001
16975	3475002
16976	3475003
16977	
16978	3475005
16979	3475006
16980	3475007
16981	3475008
16982	3475009
16983	3475010
16984	3475011
16985	3475012
16986	3475013
16987	3475014
16988	3475015
16989	3475016
16990	3475017
1936884	
16991	3475019
1936886	
7497364	
16992	3475021
16993	3475022
16994	
16995	3475024
16996	3475025
16997	3475026
16998	3475027
16999	3475028
17000	3475029
17001	3475030
17002	3475031
17003	3475032
17004	3475033
17005	3475034
17006	3475035
17007	3475036
17008	3475037
17009	3475038
1936889	3475039
17012	3475040
17013	
1936890	3475043
17015	3475044
17016	3475045
17017	3475046
17018	3475047
17019	
17021	3475049
17022	3475051
17023	3475052
17024	3475053
17025	3475054
17026	3475055
17027	3475056
17028	3475057
17029	3475060
17030	3475061
17031	3475062
17032	3475063
17033	3475064
17034	3475065
17035	3475066
17036	3475067
17037	3475068
17038	3475070
17039	3475071
17040	3475072
17041	
17042	3475074
17043	3475075
17044	3475076
17045	3475077
1936900	
17046	3475079
17047	
17048	
17049	3475090
17050	3475091
1936902	3475092
17053	3475097
17054	3475099
17055	3475100
1936903	3475101
1936904	3475102
17057	3475103
17058	3475104
17059	
17060	
1936905	3475114
17062	3475115
17063	3475116
17064	3475117
17065	3475118
17066	3475119
17067	3475120
17068	3475121
17069	3475122
17070	3475123
17071	3475124
17072	3475125
17073	3475126
17074	3475127
17075	3475128
17076	3475129
3446208	
17078	3475131
17079	3475132
17080	3475133
17082	3475135
17083	3475136
17085	3475137
17086	3475138
17087	3475139
17088	3475140
17089	3475141
1936911	3475142
17091	3475143
1936912	3475144
17093	3475145
17094	3475146
17095	3475147
17096	3475148
17097	3475149
17098	3475150
1936913	3475151
17100	3475152
17101	3475153
17102	3475154
17103	3475155
17104	3475156
17105	3475157
17106	3475158
17107	3475159
17108	3475160
17109	3475161
17110	3475162
17111	3475163
17113	3475164
17114	3475165
17115	3475166
17116	3475167
17117	3475169
17118	3475170
17119	3475171
1936918	
17120	
17121	
17123	3475173
17124	3475174
17125	3475175
17126	3475176
17127	
1936920	
7497365	
3446209	
7497366	
17128	3475180
17129	3475181
17130	3475182
17131	3475183
17132	3475184
17133	3475186
17134	3475187
17135	3475188
17136	3475189
17137	3475192
17138	3475193
17139	3475194
17140	3475195
17141	3475196
17142	3475197
17143	3475199
17144	3475200
1936922	
17145	3475202
17146	3475203
17147	3475204
17148	3475206
17149	3475207
17150	3475208
1936924	3475209
17152	3475210
1936925	3475211
17154	3475212
17155	3475213
17156	3475214
17157	3475215
17158	3475216
17159	3475217
17160	3475218
17161	3475219
17162	3475220
1936928	
1936929	3475222
17164	
17165	3475225
17166	3475226
17167	3475227
17168	3475228
17169	3475233
17170	3475234
17171	3475235
17172	3475237
17173	3475238
17174	3475239
17175	3475240
17176	3475241
17177	3475242
17178	3475244
17179	3475246
17180	3475247
17181	3475248
17182	3475249
1936934	3475250
1936935	3475251
1936936	3475252
17187	3475253
1936938	3475254
17189	3475255
17190	3475256
17191	3475257
17192	3475258
17193	3475259
17194	3475261
17195	
1936941	
17197	3475266
17198	3475267
17199	3475268
17200	3475269
17201	3475271
17202	3475272
17203	3475273
17204	3475274
17205	3475275
17206	3475276
17207	
1936945	
17209	3475281
17210	3475282
17211	3475283
17212	3475284
17213	3475285
17214	3475286
17215	3475287
17216	3475288
17217	
17218	3475290
17219	3475291
17220	
17221	3475293
17222	3475294
17223	3475295
17224	3475296
17225	3475297
17226	3475298
17227	3475299
17228	3475300
17229	3475301
17230	3475302
17231	3475303
17232	3475304
17233	3475305
17234	3475306
17235	3475307
7497367	
17236	3475308
17237	3475309
1936951	
17238	3475311
17239	3475313
17240	3475314
17241	3475315
17242	3475316
17243	3475317
1936953	
17244	3475319
17245	3475320
1936955	
17246	3475322
17247	3475323
17248	3475324
17249	3475325
17250	3475326
17251	3475327
17252	3475328
17253	3475329
17254	3475331
17255	3475332
17256	3475333
17257	3475334
17258	3475335
17259	3475336
17260	3475337
17261	
17262	3475339
17263	
17264	3475341
17265	3475342
17266	3475343
17267	3475344
17268	3475345
17269	3475346
17270	3475347
17271	3475348
17272	3475349
17273	3475350
17274	3475351
17275	3475352
17276	3475353
17277	
17278	3475355
17279	3475356
17280	3475357
1936961	
1936962	3475359
17282	3475360
17283	
17284	3475362
17285	
17286	
17287	
1936963	
17289	
17290	
17291	
17292	3475365
17293	3475366
17294	3475367
17295	3475368
17296	3475369
17297	3475370
17298	
17299	3475372
17300	3475373
17301	3475374
17302	3475375
17303	3475376
17304	3475377
17305	3475378
17306	3475379
17307	3475380
17308	3475381
17309	3475382
17310	3475383
17311	3475384
17312	3475385
17313	3475386
17314	3475387
17315	3475388
1936971	3475390
17317	3475391
17318	3475392
17319	3475393
17320	3475394
17321	3475395
17322	3475397
17323	3475398
7497368	
3446211	
17325	3475402
17326	3475403
17327	3475404
17328	3475405
17329	3475406
17330	3475408
17331	3475409
17332	3475410
17333	3475411
17334	3475412
17335	3475413
17336	3475414
17337	3475415
17338	
1936976	3475418
17340	
17341	3475420
1936978	
1936979	
1936980	
1936981	
1936982	
1936983	
1936984	
17342	3475428
17343	3475429
17344	3475430
17345	3475431
1936986	3475432
17347	3475433
1936987	3475434
17349	3475435
17350	3475436
17351	3475437
17352	3475438
17353	3475439
1936988	3475440
17355	3475441
17356	3475442
17357	3475443
17358	3475444
17359	3475445
17360	3475446
17361	3475447
17362	3475448
17363	3475449
17364	3475450
17365	3475451
17366	3475452
17367	3475453
17368	3475454
17369	3475455
17370	3475456
17371	3475457
17372	3475458
17373	3475459
17374	3475460
17375	3475461
17376	3475462
17377	3475463
17378	3475464
17379	3475465
17380	3475466
17381	3475467
17382	3475468
17383	3475469
17384	3475470
17385	3475471
17386	3475472
17387	3475473
17388	3475474
17389	3475475
17390	3475476
17391	3475477
17392	3475478
17393	3475479
17394	3475480
17395	3475481
17396	3475482
17397	3475483
17398	3475484
17399	3475485
17400	3475486
17401	3475488
17402	
17403	3475491
17404	3475492
17405	3475493
17406	3475494
17407	3475495
17408	3475496
17409	3475497
17410	3475498
17411	3475499
17412	3475500
1936994	3475501
17413	3475502
17414	3475503
17415	3475504
17416	3475505
17417	3475506
17418	3475507
17419	3475508
17420	3475509
17421	3475510
17422	3475511
17423	3475512
17424	3475513
17425	
17426	3475514
17427	3475515
17428	3475516
17429	3475517
1936996	3475518
17431	3475519
17432	3475520
17433	3475521
17434	3475522
1936999	3475523
17437	3475524
17438	3475525
17439	3475526
17440	3475527
17441	3475528
17442	3475529
17443	3475530
17444	3475531
17445	3475532
1937003	3475533
17447	3475535
17448	3475536
17449	3475537
17450	3475538
17451	3475539
17452	3475540
1937004	3475541
17454	3475542
17455	
17456	3475543
17457	3475544
17458	
17459	3475546
17460	3475547
17461	3475549
17462	3475550
17463	3475551
17464	3475552
17465	3475553
17466	3475555
17467	3475556
17468	3475557
1937010	3475558
17470	3475559
17471	3475560
17472	3475561
17473	3475562
17474	3475563
17475	3475564
17476	3475565
17477	
1937013	
17479	3475569
1937014	3475570
17481	3475571
1937015	3475572
17483	3475573
17484	3475574
17485	3475575
1937016	3475576
17487	3475577
17488	3475578
17489	
17490	3475583
17491	3475584
17492	3475585
17493	3475586
17494	3475587
17495	3475588
17496	3475589
1937018	3475590
17498	3475591
1937020	3475592
17500	3475593
17501	3475594
1937021	
17502	3475596
17503	3475597
17504	
17505	
17506	
3446212	
17507	3475599
17508	3475600
17509	3475601
17510	3475602
17511	3475603
17512	3475604
17513	3475605
17514	3475606
17515	3475608
17516	3475609
17517	3475610
17518	3475611
17519	3475612
17520	3475614
1937025	3475615
17522	3475616
17523	3475617
17524	3475618
17525	3475619
17526	3475620
17527	3475621
17528	3475622
17529	3475623
17530	3475624
17531	
17532	3475626
17533	
17534	3475628
17535	
17536	3475630
17537	3475631
17538	
17539	3475633
17540	3475634
17541	3475635
17542	
1937029	
17544	
1937031	
17545	
17546	
1937033	3475640
17548	3475641
17549	
3446214	
17552	
17553	3475646
17554	3475647
17555	3475649
17556	3475650
17557	3475651
17558	3475652
17559	3475653
17560	3475654
17561	3475655
3446215	
17562	3475658
17563	3475659
17564	3475660
17565	
17566	
17567	3475663
17568	
17569	3475665
17570	3475666
17571	3475667
17572	
17573	3475669
17574	3475670
17575	3475671
17576	3475672
1937039	
17577	3475675
17578	3475676
17579	3475677
17580	3475678
17581	3475679
17582	3475680
17583	3475681
17584	3475682
17585	3475683
17586	3475684
17587	3475685
17588	3475686
17589	3475687
17590	3475688
1937043	
17592	
17593	
17594	
17595	
17596	
17597	
17598	
17599	
1937046	
1937047	
17600	3475694
17601	3475695
17602	3475696
17603	3475697
17604	3475698
17605	3475700
1937048	
17606	3475703
17607	3475704
17608	3475705
17609	3475706
17610	3475707
17611	3475708
1937052	3475709
17613	3475710
17614	3475711
17615	3475712
17616	
1937055	3475714
3446217	
17618	
17619	
3446219	
17620	3475717
17621	3475718
1937056	3475719
17622	3475720
17623	3475721
17624	3475722
17625	3475723
17626	3475724
17627	3475725
17628	3475726
17629	3475727
17630	3475728
1937059	3475729
17632	3475730
1937060	3475731
17634	3475733
17635	3475734
17636	3475735
17637	3475736
17638	3475737
1937061	3475738
17640	3475739
17641	3475740
17642	3475741
17643	3475742
17644	3475743
3446221	
3446223	
17645	3475744
17646	3475745
17647	3475746
17648	3475747
17649	3475749
1937064	3475750
17651	3475751
17652	3475752
17653	3475753
17654	
17655	3475756
1937065	
17657	
3446225	
3446227	
3446228	
3446230	
17658	3475758
17659	3475759
17660	3475761
17661	3475762
17662	3475763
1937066	3475764
17663	3475765
17664	3475770
17665	3475771
17666	3475772
17667	3475773
17668	3475774
17669	3475775
17670	3475776
17671	3475777
17672	3475778
17673	3475779
17674	3475780
17675	3475781
17676	3475782
17677	3475783
17678	3475784
17679	
17680	3475785
17681	3475786
17682	3475787
17683	3475788
17684	
17685	
17686	3475791
17687	3475792
17688	3475793
17689	
17690	
17691	
17692	3475795
17693	3475796
17694	3475797
17695	3475798
17696	3475799
17697	3475800
17698	3475801
17699	3475802
17700	3475803
17701	3475804
17702	3475805
17703	3475806
17704	3475807
17705	3475808
17706	
17707	3475811
17708	3475812
17709	3475813
17710	3475814
17711	3475815
17712	3475816
17713	3475817
17714	3475818
17715	3475819
17716	3475820
17717	3475821
17718	3475822
1937077	
3446232	
17719	3475825
17720	3475826
17721	3475827
1937078	3475828
17722	3475829
17723	3475830
17724	3475831
17725	3475832
17726	3475833
17727	3475834
17728	3475835
17729	3475836
17730	3475837
17731	3475838
17732	3475839
3446233	
3446235	
17733	3475840
17734	3475841
17735	3475842
17736	3475843
17737	
17738	
17739	
17740	
1937084	
1937086	
17743	3475848
17744	3475849
17745	3475851
17746	3475852
17747	3475853
17748	3475854
17749	
17750	3475856
1937093	3475857
1937094	3475858
17752	3475859
1937095	
1937096	3475861
17756	3475862
17757	3475863
1937098	3475865
17759	3475866
17760	3475867
17761	3475868
17762	3475869
17763	3475870
1937099	3475871
17765	3475872
17766	3475873
17767	3475874
17768	3475875
17769	3475876
17770	3475877
17771	3475878
17772	3475879
17773	3475880
17774	3475881
17775	3475882
17776	3475883
17777	
1937101	3475885
17779	
17780	3475887
17781	3475888
17782	3475889
17783	3475890
17784	3475892
17785	3475893
17786	3475894
17787	3475895
17788	3475896
17789	3475897
17790	3475898
17791	3475900
17792	3475901
17793	3475902
17794	3475903
17795	3475904
17796	3475905
17797	3475906
17798	3475907
17799	3475908
17800	3475909
17801	3475910
17802	3475911
17803	3475912
17804	3475913
1937104	3475914
17806	3475915
1937106	3475916
17808	3475917
17809	3475918
17810	3475919
17811	3475920
17812	3475921
17813	
17814	3475926
1937108	3475927
1937109	
1937110	
1937111	
1937112	
1937113	
1937114	
1937115	3475934
17817	3475935
17818	3475936
17819	3475937
7497369	
1937116	
17821	3475939
1937119	3475940
1937120	3475941
17824	3475942
17825	3475943
17826	3475944
17827	3475945
1937122	
1937123	3475947
1937124	3475948
17831	
17832	3475950
17834	
17835	3475954
17836	3475955
1937127	3475956
1937128	3475957
1937129	3475958
17840	3475959
1937130	3475960
17842	3475961
17843	3475962
1937131	3475963
17845	3475964
17846	3475965
1937132	3475967
1937133	
1937134	
1937135	
1937136	
1937137	3475972
17849	
1937138	
17850	3475976
17851	3475977
17852	3475978
1937139	3475979
17854	3475980
17855	3475981
1937140	3475986
17858	3475987
17859	3475988
17860	3475989
17861	3475990
17862	3475991
1937142	3475992
17864	3475994
17865	3475995
17866	
1937144	3475996
17868	3475997
17869	3475998
1937146	3475999
1937147	3476000
1937148	3476001
1937149	3476002
1937150	3476003
17875	3476004
17876	3476005
17877	3476006
1937151	3476007
17879	3476008
17880	3476009
1937152	3476010
17882	3476011
17883	3476012
17884	3476013
1937154	3476014
17886	3476015
1937155	3476016
17888	3476017
17889	3476018
17890	3476019
1937156	3476021
17892	3476022
17893	3476023
17894	3476024
1937158	3476025
17896	3476026
1937159	
1937160	
1937161	
1937162	
1937163	
17897	3476032
17898	3476033
17899	3476034
17900	3476035
17901	3476036
17902	3476038
17903	3476039
17904	3476041
1937165	
17905	3476043
1937167	
17906	3476045
17907	3476046
7497370	3476048
17908	3476049
17909	3476050
17910	3476051
1937169	3476052
17912	3476053
17913	3476054
17914	3476055
17915	
1937170	
17917	
17918	
17919	
17920	
17921	3476059
17922	
17923	3476057
17924	
17925	3476064
17926	3476065
17927	3476066
17928	3476067
17929	3476069
17930	3476070
17931	3476072
17932	3476073
17933	3476074
17934	3476075
17935	3476076
17936	3476077
17937	3476078
17938	3476079
17939	3476080
17940	3476081
17941	3476082
17942	3476083
1937180	3476084
17944	3476085
17945	3476087
17946	3476088
17947	3476089
17948	3476090
17949	3476092
17950	3476093
17951	3476094
17952	3476095
1937184	3476096
17954	3476097
17955	3476098
17956	3476100
17957	3476101
17958	3476102
17959	3476103
17960	3476104
17961	3476105
17962	3476106
17963	3476107
17964	3476108
17965	3476109
17966	3476110
17967	3476112
17968	3476113
17969	3476114
17970	3476115
17971	3476116
17972	3476117
17973	3476118
17974	3476119
17975	3476120
17976	3476122
17977	3476124
17978	3476125
17979	3476126
17980	3476127
17981	3476128
17982	3476129
17983	3476130
17984	3476132
17985	3476133
1937187	3476134
17988	3476135
17989	3476136
17990	3476137
17991	3476138
17992	3476139
17993	3476140
17994	3476141
17995	3476142
17996	3476143
17997	3476144
17998	3476145
17999	3476146
1937190	
18000	3476148
18001	3476149
18002	3476150
18003	3476151
18004	3476152
18005	3476153
18006	3476154
1937193	
1937194	
1937195	
1937196	
18007	3476159
18008	3476160
18009	3476161
1937197	
1937198	
1937199	
1937200	
18011	
18012	3476167
18013	3476168
18014	3476169
18015	3476170
18016	3476171
18017	3476172
18018	3476173
18019	3476174
18020	3476175
7497371	
18021	3476177
18022	3476178
1937202	3476179
18024	3476180
18025	3476181
18026	3476182
18027	3476183
1937204	3476184
18029	3476185
18030	3476186
18031	3476187
18032	3476188
18033	3476189
18034	3476190
18035	3476191
18036	3476192
18037	3476193
18038	3476194
1937207	
1937208	
1937209	
1937210	
18039	
18040	3476200
18041	3476201
18042	3476202
18043	3476203
18044	3476205
18045	
18046	3476207
18047	3476208
18048	3476209
18049	3476210
18050	3476211
18051	3476212
18052	3476216
18053	3476217
18054	3476218
18055	3476219
18056	3476220
18057	3476221
3446236	3476222
18058	3476223
18059	3476224
18060	3476225
18061	3476226
18062	3476227
18063	3476228
18064	3476229
18065	3476230
18066	
18067	3476232
18068	3476233
18069	3476234
18070	3476235
18071	3476236
18072	3476237
18073	3476238
18074	3476239
18075	3476240
18076	3476241
18077	3476243
18078	
18079	3476244
18080	3476245
18081	3476246
18082	3476247
3446237	3476248
18083	
18084	3476250
18085	3476251
18086	3476252
18087	3476253
18088	3476254
18089	3476255
18090	3476256
18091	3476257
1937218	
18092	3476259
18093	3476260
18094	
18095	3476263
18096	3476264
18097	3476266
18098	3476267
18099	3476268
18100	3476269
18101	3476270
18102	3476271
18103	3476272
18104	3476273
18105	3476274
18106	3476275
18107	3476276
18108	3476277
18109	3476278
18110	3476279
3446238	3476280
18111	3476281
18112	
18113	
18114	
18115	
18116	
18117	
18118	
1937223	
18120	3476285
18121	3476286
18122	3476287
18123	3476288
18124	3476289
1937224	3476290
18126	3476291
18127	3476292
18128	3476293
18129	3476294
18130	3476295
18132	
18133	
18134	3476298
18135	3476299
18136	
18137	
18138	3476302
18139	3476303
18140	3476304
18141	3476305
18142	3476306
18143	3476307
18144	3476308
18145	3476310
18146	3476311
18147	3476312
18148	3476313
18149	3476314
18150	3476315
18151	3476316
18152	3476317
18153	3476318
18154	3476319
18155	3476320
18156	
1937228	3476321
18157	3476322
18158	3476323
18159	3476324
18160	3476325
18161	3476326
3446240	
1937229	
18162	3476328
18163	3476329
18164	3476330
18165	3476331
18166	3476332
18168	3476333
18169	3476334
18170	3476335
18171	3476336
18172	3476337
18173	3476339
18174	3476340
18175	3476341
1937234	3476342
1937235	3476343
18176	3476344
18177	3476345
18178	3476346
