From	To	Species	Gene Name
CBX1	uc007lcl.1	Mus musculus	similar to heterochromatin protein 1 beta; chromobox homolog 1 (Drosophila HP1 beta)
CBX1	uc007lcm.1	Mus musculus	similar to heterochromatin protein 1 beta; chromobox homolog 1 (Drosophila HP1 beta)
CBX1	uc007lck.1	Mus musculus	similar to heterochromatin protein 1 beta; chromobox homolog 1 (Drosophila HP1 beta)
TLR6	uc003gtm.2	Homo sapiens	toll-like receptor 6
TLR6	uc010ifg.1	Homo sapiens	toll-like receptor 6
TLR6	uc008xmx.2	Mus musculus	toll-like receptor 6
TLR6	uc008xmy.2	Mus musculus	toll-like receptor 6
TLR7	uc004cvc.2	Homo sapiens	toll-like receptor 7
TLR7	uc009uwz.1	Mus musculus	toll-like receptor 7
TLR7	uc009uxb.1	Mus musculus	toll-like receptor 7
TLR7	uc009uxa.1	Mus musculus	toll-like receptor 7
TLR7	uc009uxc.1	Mus musculus	toll-like receptor 7
TLR8	uc009uwy.1	Mus musculus	toll-like receptor 8
TLR8	uc004cvd.2	Homo sapiens	toll-like receptor 8
TLR8	uc004cve.2	Homo sapiens	toll-like receptor 8
CBX6	uc003awl.2	Homo sapiens	chromobox homolog 6
CBX6	uc003awm.1	Homo sapiens	chromobox homolog 6
CBX6	uc007wum.1	Mus musculus	chromobox homolog 6; neuronal pentraxin receptor; Cbx6-Nptxr readthrough transcripts
CBX6	uc007wuo.1	Mus musculus	chromobox homolog 6; neuronal pentraxin receptor; Cbx6-Nptxr readthrough transcripts
CBX6	uc007wup.1	Mus musculus	chromobox homolog 6; neuronal pentraxin receptor; Cbx6-Nptxr readthrough transcripts
CBX6	uc007wun.1	Mus musculus	chromobox homolog 6; neuronal pentraxin receptor; Cbx6-Nptxr readthrough transcripts
CBX6	uc007wul.1	Mus musculus	chromobox homolog 6; neuronal pentraxin receptor; Cbx6-Nptxr readthrough transcripts
TLR9	uc003ddb.2	Homo sapiens	toll-like receptor 9
TLR9	uc003dda.1	Homo sapiens	toll-like receptor 9
TLR9	uc003ddc.1	Homo sapiens	toll-like receptor 9
TLR9	uc009rjh.1	Mus musculus	toll-like receptor 9
SPN	uc009juh.1	Mus musculus	sialophorin
SPN	uc009jui.1	Mus musculus	sialophorin
SPN	uc002dtm.2	Homo sapiens	sialophorin
SPN	uc002dtn.2	Homo sapiens	sialophorin
SPN	uc010bzd.2	Homo sapiens	sialophorin
DARS	uc007clp.1	Mus musculus	aspartyl-tRNA synthetase
DARS	uc007clr.1	Mus musculus	aspartyl-tRNA synthetase
DARS	uc007clq.1	Mus musculus	aspartyl-tRNA synthetase
DARS	uc010fnj.1	Homo sapiens	aspartyl-tRNA synthetase
DARS	uc002tux.1	Homo sapiens	aspartyl-tRNA synthetase
TNFRSF17	uc010buy.2	Homo sapiens	tumor necrosis factor receptor superfamily, member 17
TNFRSF17	uc002dbv.2	Homo sapiens	tumor necrosis factor receptor superfamily, member 17
TNFRSF17	uc010buz.2	Homo sapiens	tumor necrosis factor receptor superfamily, member 17
TNFRSF17	uc007yfh.1	Mus musculus	tumor necrosis factor receptor superfamily, member 17
BASP1	uc003jfx.2	Homo sapiens	brain abundant, membrane attached signal protein 1
BASP1	uc007vix.1	Mus musculus	brain abundant, membrane attached signal protein 1
TRAT1	uc010hpx.1	Homo sapiens	T cell receptor associated transmembrane adaptor 1
TRAT1	uc003dxi.1	Homo sapiens	T cell receptor associated transmembrane adaptor 1
TRAT1	uc007zjt.1	Mus musculus	T cell receptor associated transmembrane adaptor 1
TRAT1	uc007zjs.1	Mus musculus	T cell receptor associated transmembrane adaptor 1
TRAT1	uc007zjr.1	Mus musculus	T cell receptor associated transmembrane adaptor 1
TIMM8B	uc009pjw.1	Mus musculus	translocase of inner mitochondrial membrane 8 homolog b (yeast)
TIMM8B	uc009pjx.1	Mus musculus	translocase of inner mitochondrial membrane 8 homolog b (yeast)
TIMM8B	uc001pmy.2	Homo sapiens	similar to translocase of inner mitochondrial membrane 8 homolog B; translocase of inner mitochondrial membrane 8 homolog B (yeast)
TIMM8B	uc001pmx.2	Homo sapiens	similar to translocase of inner mitochondrial membrane 8 homolog B; translocase of inner mitochondrial membrane 8 homolog B (yeast)
ADRM1	uc008oin.1	Mus musculus	adhesion regulating molecule 1; similar to Adhesion regulating molecule 1; predicted gene 9774
ADRM1	uc008oio.1	Mus musculus	adhesion regulating molecule 1; similar to Adhesion regulating molecule 1; predicted gene 9774
ADRM1	uc002ycp.1	Homo sapiens	adhesion regulating molecule 1
ADRM1	uc011aai.1	Homo sapiens	adhesion regulating molecule 1
ADRM1	uc002ycn.2	Homo sapiens	adhesion regulating molecule 1
ADRM1	uc002yco.2	Homo sapiens	adhesion regulating molecule 1
LAT2	uc008zwm.1	Mus musculus	linker for activation of T cells family, member 2
LAT2	uc008zwo.1	Mus musculus	linker for activation of T cells family, member 2
LAT2	uc008zwn.1	Mus musculus	linker for activation of T cells family, member 2
LAT2	uc003uai.2	Homo sapiens	linker for activation of T cells family, member 2
LAT2	uc003uag.2	Homo sapiens	linker for activation of T cells family, member 2
LAT2	uc010lbo.2	Homo sapiens	linker for activation of T cells family, member 2
LAT2	uc003uah.2	Homo sapiens	linker for activation of T cells family, member 2
SDCBP	uc008rxm.1	Mus musculus	similar to syntenin; syndecan binding protein
SDCBP	uc008rxl.1	Mus musculus	similar to syntenin; syndecan binding protein
SDCBP	uc008rxn.1	Mus musculus	similar to syntenin; syndecan binding protein
SDCBP	uc003xtr.2	Homo sapiens	syndecan binding protein (syntenin)
SDCBP	uc003xtq.2	Homo sapiens	syndecan binding protein (syntenin)
SDCBP	uc011led.1	Homo sapiens	syndecan binding protein (syntenin)
SDCBP	uc003xto.2	Homo sapiens	syndecan binding protein (syntenin)
SDCBP	uc003xts.2	Homo sapiens	syndecan binding protein (syntenin)
SDCBP	uc003xtn.2	Homo sapiens	syndecan binding protein (syntenin)
SDCBP	uc003xtp.2	Homo sapiens	syndecan binding protein (syntenin)
CD300LF	uc010dfw.2	Homo sapiens	CD300 molecule-like family member f
CD300LF	uc002jli.2	Homo sapiens	CD300 molecule-like family member f
CD300LF	uc002jlj.1	Homo sapiens	CD300 molecule-like family member f
CD300LF	uc002jlf.2	Homo sapiens	CD300 molecule-like family member f
CD300LF	uc010wra.1	Homo sapiens	CD300 molecule-like family member f
CD300LF	uc002jlg.2	Homo sapiens	CD300 molecule-like family member f
CD300LF	uc002jlh.2	Homo sapiens	CD300 molecule-like family member f
CD300LF	uc007mgm.1	Mus musculus	CD300 antigen like family member F
CD300LF	uc007mgn.1	Mus musculus	CD300 antigen like family member F
KIR2DL1	uc002qtu.1	Homo sapiens	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 2; killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1; killer-cell Ig-like receptor; killer cell immunoglobulin-like receptor, three domains, pseudogene 1
KIR2DL1	uc002qhb.1	Homo sapiens	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 2; killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1; killer-cell Ig-like receptor; killer cell immunoglobulin-like receptor, three domains, pseudogene 1
KIR2DL1	uc010erz.1	Homo sapiens	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 2; killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1; killer-cell Ig-like receptor; killer cell immunoglobulin-like receptor, three domains, pseudogene 1
KIR2DL1	uc002qts.2	Homo sapiens	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 2; killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1; killer-cell Ig-like receptor; killer cell immunoglobulin-like receptor, three domains, pseudogene 1
KIR2DL1	uc002qgz.1	Homo sapiens	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 2; killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1; killer-cell Ig-like receptor; killer cell immunoglobulin-like receptor, three domains, pseudogene 1
KIR2DL1	uc010yfi.1	Homo sapiens	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 2; killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1; killer-cell Ig-like receptor; killer cell immunoglobulin-like receptor, three domains, pseudogene 1
KIR2DL3	uc010erw.1	Homo sapiens	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 3
KIR2DL3	uc002qgy.2	Homo sapiens	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 3
KIR2DL3	uc002qgv.2	Homo sapiens	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 3
KIR2DL3	uc002qha.1	Homo sapiens	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 3
KIR2DL3	uc002qgx.2	Homo sapiens	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 3
CD300LB	uc007mgb.1	Mus musculus	CD300 antigen like family member B
CD300LB	uc007mga.1	Mus musculus	CD300 antigen like family member B
CD300LB	uc002jkx.2	Homo sapiens	CD300 molecule-like family member b
CD300LB	uc010wqz.1	Homo sapiens	CD300 molecule-like family member b
LST1	uc011hrp.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc010jsw.2	Homo sapiens	leukocyte specific transcript 1
LST1	uc011gyx.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011gci.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011gcr.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011gyv.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011hrg.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011jkg.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011ioo.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011gcq.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011gyt.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011eng.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011gyq.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011ioz.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011ioq.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011gcg.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc010jsx.2	Homo sapiens	leukocyte specific transcript 1
LST1	uc011gyz.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011hre.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011emx.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011gyp.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011jkj.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011ene.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011gco.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011ioy.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011emy.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011hrl.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011iow.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011iou.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc003num.2	Homo sapiens	leukocyte specific transcript 1
LST1	uc011fei.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011emz.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011hrh.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011jkh.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011ios.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011fel.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011emu.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011emw.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011jkl.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011hrj.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011fem.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011jkn.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc003nuo.2	Homo sapiens	leukocyte specific transcript 1
LST1	uc011emv.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011fek.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011gza.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011gcm.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011hrn.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc003nun.2	Homo sapiens	leukocyte specific transcript 1
LST1	uc011fej.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011gck.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011fer.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc003nuq.2	Homo sapiens	leukocyte specific transcript 1
LST1	uc003nup.2	Homo sapiens	leukocyte specific transcript 1
LST1	uc011gyy.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011fes.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc003nus.2	Homo sapiens	leukocyte specific transcript 1
LST1	uc011feu.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011hrq.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011fet.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011gyw.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011feq.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011hrf.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011ena.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011gch.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011gys.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011fep.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011enb.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011end.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc003nuu.2	Homo sapiens	leukocyte specific transcript 1
LST1	uc011gcf.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011enf.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011gyu.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011iop.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011fen.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011enc.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011feo.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc003nut.2	Homo sapiens	leukocyte specific transcript 1
LST1	uc011jkc.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011iot.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011iox.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011gyr.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011ior.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011gcn.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011jkd.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011jkf.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011jkk.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011gcp.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011gyo.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011jki.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011jke.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011gcl.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011iov.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011gcj.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011hrm.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011jkb.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011jkm.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011hrk.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc010jss.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011hri.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc010jst.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc010jsu.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011ipa.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc011hro.1	Homo sapiens	leukocyte specific transcript 1
LST1	uc008cgo.1	Mus musculus	leukocyte specific transcript 1
LST1	uc008cgn.1	Mus musculus	leukocyte specific transcript 1
SLC38A6	uc001xfi.2	Homo sapiens	solute carrier family 38, member 6
SLC38A6	uc001xfj.1	Homo sapiens	solute carrier family 38, member 6
SLC38A6	uc001xfk.2	Homo sapiens	solute carrier family 38, member 6
SLC38A6	uc001xfh.1	Homo sapiens	solute carrier family 38, member 6
SLC38A6	uc010trz.1	Homo sapiens	solute carrier family 38, member 6
SLC38A6	uc001xfg.1	Homo sapiens	solute carrier family 38, member 6
SOX5	uc001rfx.2	Homo sapiens	SRY (sex determining region Y)-box 5
SOX5	uc010siv.1	Homo sapiens	SRY (sex determining region Y)-box 5
SOX5	uc001rfy.2	Homo sapiens	SRY (sex determining region Y)-box 5
SOX5	uc010siw.1	Homo sapiens	SRY (sex determining region Y)-box 5
SOX5	uc001rga.2	Homo sapiens	SRY (sex determining region Y)-box 5
SOX5	uc001rfz.1	Homo sapiens	SRY (sex determining region Y)-box 5
SOX5	uc001rfw.2	Homo sapiens	SRY (sex determining region Y)-box 5
SOX5	uc001rfv.2	Homo sapiens	SRY (sex determining region Y)-box 5
SOX5	uc009eqq.1	Mus musculus	SRY-box containing gene 5
SOX5	uc009eqo.1	Mus musculus	SRY-box containing gene 5
SOX5	uc009eqj.1	Mus musculus	SRY-box containing gene 5
SOX5	uc009eql.1	Mus musculus	SRY-box containing gene 5
SOX5	uc009eqm.1	Mus musculus	SRY-box containing gene 5
SOX5	uc009eqn.1	Mus musculus	SRY-box containing gene 5
SOX5	uc009eqk.1	Mus musculus	SRY-box containing gene 5
SOX5	uc009eqp.1	Mus musculus	SRY-box containing gene 5
KLRK1	uc001qyb.2	Homo sapiens	killer cell lectin-like receptor subfamily K, member 1
KLRK1	uc009zhj.2	Homo sapiens	killer cell lectin-like receptor subfamily K, member 1
KLRK1	uc001qyc.2	Homo sapiens	killer cell lectin-like receptor subfamily K, member 1
KLRK1	uc009zhk.2	Homo sapiens	killer cell lectin-like receptor subfamily K, member 1
KLRK1	uc001qyd.2	Homo sapiens	killer cell lectin-like receptor subfamily K, member 1
KLRK1	uc009egf.1	Mus musculus	killer cell lectin-like receptor subfamily K, member 1
KLRK1	uc009egh.1	Mus musculus	killer cell lectin-like receptor subfamily K, member 1
KLRK1	uc009egi.1	Mus musculus	killer cell lectin-like receptor subfamily K, member 1
KLRK1	uc009egg.1	Mus musculus	killer cell lectin-like receptor subfamily K, member 1
MAP4K1	uc002oiy.1	Homo sapiens	mitogen-activated protein kinase kinase kinase kinase 1
MAP4K1	uc010xug.1	Homo sapiens	mitogen-activated protein kinase kinase kinase kinase 1
MAP4K1	uc002oix.1	Homo sapiens	mitogen-activated protein kinase kinase kinase kinase 1
MAP4K1	uc002oiw.1	Homo sapiens	mitogen-activated protein kinase kinase kinase kinase 1
MAP4K1	uc009gam.1	Mus musculus	mitogen-activated protein kinase kinase kinase kinase 1
MAP4K1	uc009gal.1	Mus musculus	mitogen-activated protein kinase kinase kinase kinase 1
MAP4K1	uc009gan.1	Mus musculus	mitogen-activated protein kinase kinase kinase kinase 1
ATP6V1B2	uc003wzp.2	Homo sapiens	ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2
ATP6V1B2	uc003wzq.1	Homo sapiens	ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2
ATP6V1B2	uc009lwy.1	Mus musculus	ATPase, H+ transporting, lysosomal V1 subunit B2
ATP6V1B2	uc009lww.1	Mus musculus	ATPase, H+ transporting, lysosomal V1 subunit B2
ATP6V1B2	uc009lwx.1	Mus musculus	ATPase, H+ transporting, lysosomal V1 subunit B2
TPRG1	uc003frv.1	Homo sapiens	tumor protein p63 regulated 1
TPRG1	uc003frw.1	Homo sapiens	tumor protein p63 regulated 1
ENSA	uc009wly.2	Homo sapiens	endosulfine alpha
ENSA	uc001evf.2	Homo sapiens	endosulfine alpha
ENSA	uc001eve.2	Homo sapiens	endosulfine alpha
ENSA	uc001evc.2	Homo sapiens	endosulfine alpha
ENSA	uc001evh.2	Homo sapiens	endosulfine alpha
ENSA	uc001evb.2	Homo sapiens	endosulfine alpha
ENSA	uc001evd.2	Homo sapiens	endosulfine alpha
ENSA	uc001evi.2	Homo sapiens	endosulfine alpha
ENSA	uc009wlz.1	Homo sapiens	endosulfine alpha
ENSA	uc001evg.2	Homo sapiens	endosulfine alpha
ENSA	uc008qkj.1	Mus musculus	predicted gene 5224; endosulfine alpha; similar to endosulfine alpha isoform 1
ENSA	uc008qkk.1	Mus musculus	predicted gene 5224; endosulfine alpha; similar to endosulfine alpha isoform 1
ENSA	uc008qki.1	Mus musculus	predicted gene 5224; endosulfine alpha; similar to endosulfine alpha isoform 1
CSE1L	uc002xty.2	Homo sapiens	CSE1 chromosome segregation 1-like (yeast)
CSE1L	uc010zyg.1	Homo sapiens	CSE1 chromosome segregation 1-like (yeast)
CSE1L	uc010ghx.2	Homo sapiens	CSE1 chromosome segregation 1-like (yeast)
CSE1L	uc010zyh.1	Homo sapiens	CSE1 chromosome segregation 1-like (yeast)
CSE1L	uc010ghy.2	Homo sapiens	CSE1 chromosome segregation 1-like (yeast)
CSE1L	uc008nyt.1	Mus musculus	chromosome segregation 1-like (S. cerevisiae)
CSE1L	uc008nys.1	Mus musculus	chromosome segregation 1-like (S. cerevisiae)
CNR1	uc008sfw.1	Mus musculus	cannabinoid receptor 1 (brain)
CNR1	uc010kbz.2	Homo sapiens	cannabinoid receptor 1 (brain)
CNR1	uc010kca.2	Homo sapiens	cannabinoid receptor 1 (brain)
CNR1	uc011dzt.1	Homo sapiens	cannabinoid receptor 1 (brain)
CNR1	uc011dzq.1	Homo sapiens	cannabinoid receptor 1 (brain)
CNR1	uc011dzr.1	Homo sapiens	cannabinoid receptor 1 (brain)
CNR1	uc003pmq.3	Homo sapiens	cannabinoid receptor 1 (brain)
CNR1	uc011dzs.1	Homo sapiens	cannabinoid receptor 1 (brain)
CNR2	uc008vhh.2	Mus musculus	cannabinoid receptor 2 (macrophage)
CNR2	uc009vdb.1	Mus musculus	cannabinoid receptor 2 (macrophage)
CNR2	uc001bif.2	Homo sapiens	cannabinoid receptor 2 (macrophage)
RTKN2	uc007fme.1	Mus musculus	rhotekin 2
RTKN2	uc007fmd.1	Mus musculus	rhotekin 2
RTKN2	uc001jlx.2	Homo sapiens	rhotekin 2
RTKN2	uc001jlv.2	Homo sapiens	rhotekin 2
RTKN2	uc001jlw.2	Homo sapiens	rhotekin 2
RTKN2	uc009xpf.1	Homo sapiens	rhotekin 2
RUNX2	uc011dvx.1	Homo sapiens	runt-related transcription factor 2
RUNX2	uc003oxt.2	Homo sapiens	runt-related transcription factor 2
RUNX2	uc011dvy.1	Homo sapiens	runt-related transcription factor 2
RUNX2	uc003oxs.1	Homo sapiens	runt-related transcription factor 2
RUNX2	uc008cqi.1	Mus musculus	runt related transcription factor 2
RUNX2	uc008cqb.1	Mus musculus	runt related transcription factor 2
RUNX2	uc008cpy.1	Mus musculus	runt related transcription factor 2
RUNX2	uc008cqd.1	Mus musculus	runt related transcription factor 2
RUNX2	uc008cqa.1	Mus musculus	runt related transcription factor 2
RUNX2	uc008cpz.1	Mus musculus	runt related transcription factor 2
RUNX2	uc008cqc.1	Mus musculus	runt related transcription factor 2
RUNX3	uc001bjr.2	Homo sapiens	runt-related transcription factor 3
RUNX3	uc009vrk.2	Homo sapiens	runt-related transcription factor 3
RUNX3	uc009vrj.2	Homo sapiens	runt-related transcription factor 3
RUNX3	uc009vrl.1	Homo sapiens	runt-related transcription factor 3
RUNX3	uc001bjs.2	Homo sapiens	runt-related transcription factor 3
RUNX3	uc001bjq.2	Homo sapiens	runt-related transcription factor 3
RUNX3	uc010oen.1	Homo sapiens	runt-related transcription factor 3
RUNX3	uc008vgc.1	Mus musculus	runt related transcription factor 3
RUNX3	uc008vgb.1	Mus musculus	runt related transcription factor 3
SRGN	uc001jpa.1	Homo sapiens	serglycin
SRGN	uc001joz.2	Homo sapiens	serglycin
SRGN	uc007fhi.1	Mus musculus	serglycin
HAVCR2	uc003lwk.1	Homo sapiens	hepatitis A virus cellular receptor 2
HAVCR2	uc003lwl.2	Homo sapiens	hepatitis A virus cellular receptor 2
HAVCR2	uc007ion.1	Mus musculus	hepatitis A virus cellular receptor 2
LPL	uc003wzk.3	Homo sapiens	lipoprotein lipase
LPL	uc009lwq.1	Mus musculus	lipoprotein lipase; similar to Lipoprotein lipase precursor (LPL)
LPL	uc009lwp.1	Mus musculus	lipoprotein lipase; similar to Lipoprotein lipase precursor (LPL)
LPL	uc009lws.1	Mus musculus	lipoprotein lipase; similar to Lipoprotein lipase precursor (LPL)
LPL	uc009lwr.1	Mus musculus	lipoprotein lipase; similar to Lipoprotein lipase precursor (LPL)
ITK	uc003lwo.1	Homo sapiens	IL2-inducible T-cell kinase
ITK	uc007ioi.1	Mus musculus	IL2-inducible T-cell kinase
ITK	uc007iog.1	Mus musculus	IL2-inducible T-cell kinase
ITK	uc007ioh.1	Mus musculus	IL2-inducible T-cell kinase
GABARAPL1	uc009ega.1	Mus musculus	gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1
GABARAPL1	uc009efz.1	Mus musculus	gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1
GABARAPL1	uc001qxs.2	Homo sapiens	GABA(A) receptors associated protein like 3 (pseudogene); GABA(A) receptor-associated protein like 1
GABARAPL1	uc010shb.1	Homo sapiens	GABA(A) receptors associated protein like 3 (pseudogene); GABA(A) receptor-associated protein like 1
GABARAPL1	uc001qxt.2	Homo sapiens	GABA(A) receptors associated protein like 3 (pseudogene); GABA(A) receptor-associated protein like 1
GABARAPL1	uc001qxu.2	Homo sapiens	GABA(A) receptors associated protein like 3 (pseudogene); GABA(A) receptor-associated protein like 1
GABARAPL1	uc010uqf.1	Homo sapiens	GABA(A) receptors associated protein like 3 (pseudogene); GABA(A) receptor-associated protein like 1
CASC5	uc008lta.1	Mus musculus	cancer susceptibility candidate 5
CASC5	uc008ltb.1	Mus musculus	cancer susceptibility candidate 5
CASC5	uc010ucq.1	Homo sapiens	cancer susceptibility candidate 5
CASC5	uc010bbs.1	Homo sapiens	cancer susceptibility candidate 5
CASC5	uc001zme.2	Homo sapiens	cancer susceptibility candidate 5
CASC5	uc010bbt.1	Homo sapiens	cancer susceptibility candidate 5
SSB	uc008jyu.1	Mus musculus	Sjogren syndrome antigen B
SSB	uc008jyt.1	Mus musculus	Sjogren syndrome antigen B
SSB	uc002ufm.2	Homo sapiens	Sjogren syndrome antigen B (autoantigen La)
SSB	uc002ufl.2	Homo sapiens	Sjogren syndrome antigen B (autoantigen La)
SSB	uc002ufk.2	Homo sapiens	Sjogren syndrome antigen B (autoantigen La)
MALT1	uc008fez.1	Mus musculus	mucosa associated lymphoid tissue lymphoma translocation gene 1
MALT1	uc008fex.1	Mus musculus	mucosa associated lymphoid tissue lymphoma translocation gene 1
MALT1	uc008ffa.1	Mus musculus	mucosa associated lymphoid tissue lymphoma translocation gene 1
MALT1	uc008ffb.1	Mus musculus	mucosa associated lymphoid tissue lymphoma translocation gene 1
MALT1	uc008fey.1	Mus musculus	mucosa associated lymphoid tissue lymphoma translocation gene 1
MALT1	uc002lhn.1	Homo sapiens	mucosa associated lymphoid tissue lymphoma translocation gene 1
MALT1	uc002lhm.1	Homo sapiens	mucosa associated lymphoid tissue lymphoma translocation gene 1
CTR9	uc009jfx.1	Mus musculus	Ctr9, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)
CTR9	uc009jfw.1	Mus musculus	Ctr9, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)
